D [mm],coax_inside [mm],QCOAX_D [mm],Freq [GHz],"dB(S(1,1)) []","dB(S(2,1)) []","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
0.2,0.35,0.8,37.5,-7.931024919,-1.584096698,-56.21106483,35.17952629
0.2,0.35,0.8,37.55,-7.96448912,-1.570835499,-58.23437585,33.07973567
0.2,0.35,0.8,37.6,-7.998069342,-1.55859161,-60.25923893,30.97929056
0.2,0.35,0.8,37.65,-8.03169847,-1.547293785,-62.28573069,28.87866633
0.2,0.35,0.8,37.7,-8.06531385,-1.536870508,-64.31392509,26.77830759
0.2,0.35,0.8,37.75,-8.098857487,-1.527250401,-66.34389033,24.67862759
0.2,0.35,0.8,37.8,-8.132276242,-1.518362625,-68.37568573,22.5800078
0.2,0.35,0.8,37.85,-8.165522038,-1.510137265,-70.40935859,20.4827976
0.2,0.35,0.8,37.9,-8.198552055,-1.502505692,-72.44494107,18.38731426
0.2,0.35,0.8,37.95,-8.231328954,-1.495400911,-74.48244707,16.29384299
0.2,0.35,0.8,38,-8.263821098,-1.488757883,-76.52186912,14.20263713
0.2,0.35,0.8,38.05,-8.296002797,-1.482513823,-78.56317534,12.11391857
0.2,0.35,0.8,38.1,-8.327854576,-1.476608473,-80.60630653,10.02787819
0.2,0.35,0.8,38.15,-8.359363466,-1.470984346,-82.65117327,7.944676453
0.2,0.35,0.8,38.2,-8.390523322,-1.465586946,-84.69765333,5.864444095
0.2,0.35,0.8,38.25,-8.42133518,-1.46036496,-86.74558917,3.787282915
0.2,0.35,0.8,38.3,-8.451807647,-1.455270416,-88.79478583,1.713266625
0.2,0.35,0.8,38.35,-8.481957325,-1.450258815,-90.84500913,-0.357558221
0.2,0.35,0.8,38.4,-8.511809286,-1.445289241,-92.89598438,-2.425171236
0.2,0.35,0.8,38.45,-8.541397568,-1.440324435,-94.94739566,-4.489577147
0.2,0.35,0.8,38.5,-8.570765712,-1.435330841,-96.99888576,-6.550804692
0.2,0.35,0.8,38.55,-8.599967324,-1.43027863,-99.05005705,-8.608905471
0.2,0.35,0.8,38.6,-8.629066645,-1.425141695,-101.1004732,-10.66395274
0.2,0.35,0.8,38.65,-8.65813911,-1.419897618,-103.1496623,-12.71604018
0.2,0.35,0.8,38.7,-8.687271889,-1.414527613,-105.1971208,-14.76528059
0.2,0.35,0.8,38.75,-8.716564344,-1.409016446,-107.2423195,-16.81180454
0.2,0.35,0.8,38.8,-8.746128401,-1.40335233,-109.2847105,-18.85575899
0.2,0.35,0.8,38.85,-8.776088752,-1.397526794,-111.3237362,-20.89730585
0.2,0.35,0.8,38.9,-8.806582856,-1.391534534,-113.3588395,-22.93662044
0.2,0.35,0.8,38.95,-8.837760667,-1.385373242,-115.3894762,-24.97388997
0.2,0.35,0.8,39,-8.869784014,-1.379043416,-117.4151277,-27.00931179
0.2,0.35,0.8,39.05,-8.902825579,-1.372548144,-119.4353158,-29.04309179
0.2,0.35,0.8,39.1,-8.937067405,-1.365892881,-121.4496173,-31.07544246
0.2,0.35,0.8,39.15,-8.972698887,-1.359085199,-123.4576789,-33.10658102
0.2,0.35,0.8,39.2,-9.009914212,-1.35213453,-125.459231,-35.13672741
0.2,0.35,0.8,39.25,-9.048909259,-1.34505189,-127.4540998,-37.16610209
0.2,0.35,0.8,39.3,-9.089877987,-1.337849596,-129.442217,-39.19492379
0.2,0.35,0.8,39.35,-9.133008405,-1.33054097,-131.4236248,-41.22340711
0.2,0.35,0.8,39.4,-9.178478238,-1.323140037,-133.398478,-43.25175991
0.2,0.35,0.8,39.45,-9.226450472,-1.315661227,-135.3670387,-45.28018063
0.2,0.35,0.8,39.5,-9.277068987,-1.30811906,-137.3296672,-47.30885543
0.2,0.35,0.8,39.55,-9.330454509,-1.300527857,-139.2868055,-49.33795508
0.2,0.35,0.8,39.6,-9.386701121,-1.292901437,-141.238957,-51.36763186
0.2,0.35,0.8,39.65,-9.445873564,-1.285252847,-143.1866602,-53.39801608
0.2,0.35,0.8,39.7,-9.508005495,-1.277594094,-145.1304604,-55.42921266
0.2,0.35,0.8,39.75,-9.573098841,-1.269935916,-147.070879,-57.46129738
0.2,0.35,0.8,39.8,-9.641124288,-1.26228757,-149.0083833,-59.49431317
0.2,0.35,0.8,39.85,-9.712022872,-1.254656671,-150.9433584,-61.52826615
0.2,0.35,0.8,39.9,-9.785708566,-1.247049069,-152.8760822,-63.56312171
0.2,0.35,0.8,39.95,-9.86207168,-1.239468775,-154.8067062,-65.5988005
0.2,0.35,0.8,40,-9.940982843,-1.231917958,-156.7352417,-67.6351745
0.2,0.35,0.8,40.05,-10.02229734,-1.224396996,-158.6615522,-69.67206313
0.2,0.35,0.8,40.1,-10.1058595,-1.216904605,-160.5853528,-71.70922951
0.2,0.35,0.8,40.15,-10.19150703,-1.209438045,-162.5062152,-73.74637704
0.2,0.35,0.8,40.2,-10.27907491,-1.201993407,-164.4235775,-75.78314622
0.2,0.35,0.8,40.25,-10.36839888,-1.194565982,-166.3367589,-77.81911191
0.2,0.35,0.8,40.3,-10.4593184,-1.187150713,-168.2449763,-79.85378124
0.2,0.35,0.8,40.35,-10.55167893,-1.179742729,-170.1473636,-81.88659199
0.2,0.35,0.8,40.4,-10.64533367,-1.172337948,-172.0429916,-83.91691188
0.2,0.35,0.8,40.45,-10.7401447,-1.164933753,-173.9308871,-85.94403865
0.2,0.35,0.8,40.5,-10.83598368,-1.157529708,-175.8100518,-87.96720114
0.2,0.35,0.8,40.55,-10.93273205,-1.150128326,-177.6794794,-89.9855614
0.2,0.35,0.8,40.6,-11.03028096,-1.142735843,-179.5381712,-91.99821792
0.2,0.35,0.8,40.65,-11.12853087,-1.135362989,178.6148512,-94.00421007
0.2,0.35,0.8,40.7,-11.22739103,-1.128025736,176.7805341,-96.00252366
0.2,0.35,0.8,40.75,-11.32677878,-1.120745984,174.9597831,-97.9920977
0.2,0.35,0.8,40.8,-11.42661887,-1.113552166,173.1534558,-99.97183226
0.2,0.35,0.8,40.85,-11.52684261,-1.106479753,171.3623563,-101.9405973
0.2,0.35,0.8,40.9,-11.62738724,-1.099571613,169.5872321,-103.8972424
0.2,0.35,0.8,40.95,-11.72819513,-1.092878232,167.8287711,-105.8406073
0.2,0.35,0.8,41,-11.82921319,-1.086457752,166.0876012,-107.7695327
0.2,0.35,0.85,37,-7.940511353,-1.695318364,-39.95350708,-127.7784783
0.2,0.35,0.85,37.05,-7.967486846,-1.670727328,-41.9686471,-129.8370117
0.2,0.35,0.85,37.1,-7.99547099,-1.647642658,-43.98284669,-131.903796
0.2,0.35,0.85,37.15,-8.024359712,-1.626021256,-45.99613295,-133.9780804
0.2,0.35,0.85,37.2,-8.054051895,-1.605815919,-48.00856582,-136.0591221
0.2,0.35,0.85,37.25,-8.084449726,-1.586975647,-50.02023554,-138.1461882
0.2,0.35,0.85,37.3,-8.115459012,-1.569445975,-52.03125988,-140.2385591
0.2,0.35,0.85,37.35,-8.146989466,-1.553169334,-54.04178136,-142.335531
0.2,0.35,0.85,37.4,-8.178954946,-1.538085439,-56.05196435,-144.4364183
0.2,0.35,0.85,37.45,-8.211273678,-1.524131692,-58.06199207,-146.5405563
0.2,0.35,0.85,37.5,-8.243868436,-1.5112436,-60.07206362,-148.6473029
0.2,0.35,0.85,37.55,-8.276666698,-1.499355205,-62.08239092,-150.7560411
0.2,0.35,0.85,37.6,-8.309600776,-1.488399515,-64.09319553,-152.8661805
0.2,0.35,0.85,37.65,-8.342607919,-1.478308941,-66.10470559,-154.9771593
0.2,0.35,0.85,37.7,-8.375630392,-1.469015724,-68.11715254,-157.0884453
0.2,0.35,0.85,37.75,-8.408615543,-1.460452359,-70.13076789,-159.1995378
0.2,0.35,0.85,37.8,-8.44151584,-1.452552002,-72.14577991,-161.3099681
0.2,0.35,0.85,37.85,-8.474288898,-1.445248866,-74.16241024,-163.4193009
0.2,0.35,0.85,37.9,-8.506897499,-1.438478592,-76.18087039,-165.5271348
0.2,0.35,0.85,37.95,-8.539309592,-1.4321786,-78.20135821,-167.6331028
0.2,0.35,0.85,38,-8.571498298,-1.426288414,-80.22405417,-169.7368731
0.2,0.35,0.85,38.05,-8.603441905,-1.420749961,-82.24911757,-171.838149
0.2,0.35,0.85,38.1,-8.635123876,-1.415507831,-84.27668256,-173.9366693
0.2,0.35,0.85,38.15,-8.666532863,-1.410509519,-86.30685405,-176.0322082
0.2,0.35,0.85,38.2,-8.69766274,-1.40570562,-88.3397034,-178.124575
0.2,0.35,0.85,38.25,-8.728512665,-1.401050001,-90.37526394,179.7863858
0.2,0.35,0.85,38.3,-8.759087185,-1.396499927,-92.41352636,177.7007954
0.2,0.35,0.85,38.35,-8.789396394,-1.392016164,-94.45443384,175.6187406
0.2,0.35,0.85,38.4,-8.819456152,-1.387563037,-96.49787719,173.5402749
0.2,0.35,0.85,38.45,-8.849288411,-1.383108457,-98.54368975,171.465419
0.2,0.35,0.85,38.5,-8.878921636,-1.378623914,-100.5916424,169.3941618
0.2,0.35,0.85,38.55,-8.908391372,-1.374084434,-102.6414389,167.3264612
0.2,0.35,0.85,38.6,-8.93774097,-1.36946851,-104.6927108,165.2622454
0.2,0.35,0.85,38.65,-8.967022503,-1.36475799,-106.7450143,163.201414
0.2,0.35,0.85,38.7,-8.996297898,-1.359937954,-108.7978265,161.1438395
0.2,0.35,0.85,38.75,-9.025640302,-1.354996542,-110.8505444,159.0893686
0.2,0.35,0.85,38.8,-9.05513569,-1.349924775,-112.9024851,157.0378242
0.2,0.35,0.85,38.85,-9.084884716,-1.344716344,-114.9528886,154.9890071
0.2,0.35,0.85,38.9,-9.115004749,-1.339367384,-117.0009251,152.9426977
0.2,0.35,0.85,38.95,-9.145632044,-1.333876225,-119.0457055,150.8986589
0.2,0.35,0.85,39,-9.176923896,-1.328243138,-121.0862987,148.8566376
0.2,0.35,0.85,39.05,-9.209060592,-1.322470064,-123.1217538,146.8163681
0.2,0.35,0.85,39.1,-9.242246886,-1.316560343,-125.1511309,144.7775745
0.2,0.35,0.85,39.15,-9.276712637,-1.31051844,-127.1735379,142.7399737
0.2,0.35,0.85,39.2,-9.312712193,-1.304349675,-129.1881751,140.7032788
0.2,0.35,0.85,39.25,-9.35052205,-1.29805996,-131.1943841,138.6672023
0.2,0.35,0.85,39.3,-9.390436347,-1.291655556,-133.1917,136.63146
0.2,0.35,0.85,39.35,-9.43275985,-1.285142839,-135.1799005,134.5957745
0.2,0.35,0.85,39.4,-9.477798302,-1.278528107,-137.1590477,132.5598796
0.2,0.35,0.85,39.45,-9.525846344,-1.271817398,-139.1295156,130.5235243
0.2,0.35,0.85,39.5,-9.577173608,-1.265016363,-141.0919962,128.486477
0.2,0.35,0.85,39.55,-9.632010082,-1.258130169,-143.0474786,126.4485299
0.2,0.35,0.85,39.6,-9.690532153,-1.251163449,-144.9971999,124.4095035
0.2,0.35,0.85,39.65,-9.752850997,-1.244120309,-146.9425666,122.3692512
0.2,0.35,0.85,39.7,-9.819004861,-1.23700438,-148.8850542,120.3276632
0.2,0.35,0.85,39.75,-9.888956412,-1.22981893,-150.826094,118.284671
0.2,0.35,0.85,39.8,-9.962595656,-1.222567033,-152.7669587,116.2402514
0.2,0.35,0.85,39.85,-10.03974814,-1.21525179,-154.708661,114.1944304
0.2,0.35,0.85,39.9,-10.12018741,-1.207876606,-156.6518752,112.1472862
0.2,0.35,0.85,39.95,-10.20365013,-1.200445518,-158.5968894,110.0989523
0.2,0.35,0.85,40,-10.28985209,-1.192963562,-160.543591,108.0496201
0.2,0.35,0.85,40.05,-10.3785034,-1.185437183,-162.4914824,105.9995404
0.2,0.35,0.85,40.1,-10.4693215,-1.177874658,-164.4397221,103.9490251
0.2,0.35,0.85,40.15,-10.56204131,-1.170286551,-166.3871822,101.898447
0.2,0.35,0.85,40.2,-10.65642205,-1.16268616,-168.3325159,99.8482401
0.2,0.35,0.85,40.25,-10.75225104,-1.155089952,-170.2742252,97.7988983
0.2,0.35,0.85,40.3,-10.84934476,-1.147517981,-172.2107252,95.75097355
0.2,0.35,0.85,40.35,-10.94754799,-1.13999426,-174.1404006,93.70507328
0.2,0.35,0.85,40.4,-11.04673141,-1.132547081,-176.0616518,91.66185697
0.2,0.35,0.85,40.45,-11.14678838,-1.125209272,-177.9729314,89.62203212
0.2,0.35,0.85,40.5,-11.2476314,-1.118018372,-179.8727701,87.58634944
0.2,0.35,0.85,40.55,-11.34918851,-1.111016723,178.2402051,85.55559758
0.2,0.35,0.85,40.6,-11.45139992,-1.104251464,176.3672601,83.53059738
0.2,0.35,0.85,40.65,-11.554215,-1.097774432,174.5095493,81.51219568
0.2,0.35,0.85,40.7,-11.65758974,-1.091641959,172.6681141,79.50125897
0.2,0.35,0.85,40.75,-11.76148464,-1.08591457,170.8438853,77.49866687
0.2,0.35,0.85,40.8,-11.86586305,-1.080656594,169.0376876,75.5053056
0.2,0.35,0.85,40.85,-11.97068987,-1.075935683,167.250245,73.52206154
0.2,0.35,0.85,40.9,-12.07593064,-1.071822258,165.4821872,71.54981505
0.2,0.35,0.85,40.95,-12.18155083,-1.068388894,163.734056,69.58943451
0.2,0.35,0.85,41,-12.28751551,-1.065709647,162.0063122,67.64177085
0.2,0.4,0.65,37,-5.288376469,-2.6908476,-16.50489199,74.84063641
0.2,0.4,0.65,37.05,-5.30441393,-2.65681066,-18.44421188,72.82669147
0.2,0.4,0.65,37.1,-5.321142592,-2.624655063,-20.39075722,70.80664129
0.2,0.4,0.65,37.15,-5.338487689,-2.594339701,-22.34420694,68.78116072
0.2,0.4,0.65,37.2,-5.356373637,-2.565818559,-24.30424054,66.75091066
0.2,0.4,0.65,37.25,-5.374724391,-2.539040995,-26.27053757,64.71653552
0.2,0.4,0.65,37.3,-5.393463807,-2.513952059,-28.24277697,62.67866082
0.2,0.4,0.65,37.35,-5.412516025,-2.490492823,-30.22063639,60.63789101
0.2,0.4,0.65,37.4,-5.431805863,-2.468600755,-32.20379147,58.59480749
0.2,0.4,0.65,37.45,-5.451259218,-2.448210094,-34.19191509,56.54996683
0.2,0.4,0.65,37.5,-5.470803492,-2.429252255,-36.18467664,54.50389925
0.2,0.4,0.65,37.55,-5.490368011,-2.411656236,-38.18174126,52.45710728
0.2,0.4,0.65,37.6,-5.509884473,-2.395349036,-40.18276919,50.4100647
0.2,0.4,0.65,37.65,-5.529287387,-2.380256074,-42.18741514,48.36321566
0.2,0.4,0.65,37.7,-5.548514534,-2.366301611,-44.19532777,46.31697412
0.2,0.4,0.65,37.75,-5.567507424,-2.353409163,-46.20614926,44.27172333
0.2,0.4,0.65,37.8,-5.586211763,-2.341501906,-48.21951508,42.22781574
0.2,0.4,0.65,37.85,-5.60457792,-2.330503076,-50.23505388,40.18557294
0.2,0.4,0.65,37.9,-5.622561387,-2.320336348,-52.25238762,38.14528585
0.2,0.4,0.65,37.95,-5.640123244,-2.310926203,-54.27113193,36.10721508
0.2,0.4,0.65,38,-5.657230602,-2.302198276,-56.29089668,34.07159145
0.2,0.4,0.65,38.05,-5.673857041,-2.294079682,-58.3112869,32.03861662
0.2,0.4,0.65,38.1,-5.689983023,-2.286499326,-60.331904,30.00846389
0.2,0.4,0.65,38.15,-5.705596279,-2.279388182,-62.35234726,27.98127909
0.2,0.4,0.65,38.2,-5.720692155,-2.272679559,-64.37221574,25.95718156
0.2,0.4,0.65,38.25,-5.735273926,-2.266309334,-66.39111051,23.93626521
0.2,0.4,0.65,38.3,-5.749353044,-2.260216169,-68.40863721,21.91859967
0.2,0.4,0.65,38.35,-5.762949332,-2.254341694,-70.424409,19.90423151
0.2,0.4,0.65,38.4,-5.776091098,-2.248630678,-72.4380498,17.89318541
0.2,0.4,0.65,38.45,-5.788815171,-2.243031168,-74.44919787,15.88546553
0.2,0.4,0.65,38.5,-5.801166834,-2.237494604,-76.45750957,13.88105671
0.2,0.4,0.65,38.55,-5.813199656,-2.231975921,-78.46266335,11.87992586
0.2,0.4,0.65,38.6,-5.824975208,-2.226433612,-80.46436386,9.88202325
0.2,0.4,0.65,38.65,-5.836562651,-2.220829788,-82.46234602,7.887283856
0.2,0.4,0.65,38.7,-5.848038201,-2.215130204,-84.45637906,5.895628673
0.2,0.4,0.65,38.75,-5.859484451,-2.209304267,-86.44627026,3.906966049
0.2,0.4,0.65,38.8,-5.870989569,-2.203325028,-88.43186838,1.921192995
0.2,0.4,0.65,38.85,-5.882646359,-2.197169148,-90.41306659,-0.061803505
0.2,0.4,0.65,38.9,-5.8945512,-2.190816856,-92.38980468,-2.042145209
0.2,0.4,0.65,38.95,-5.906802884,-2.184251872,-94.36207054,-4.019961325
0.2,0.4,0.65,39,-5.919501351,-2.17746133,-96.32990063,-5.995387253
0.2,0.4,0.65,39.05,-5.932746369,-2.170435666,-98.29337943,-7.968563316
0.2,0.4,0.65,39.1,-5.94663616,-2.163168503,-100.2526377,-9.939633516
0.2,0.4,0.65,39.15,-5.961266033,-2.155656509,-102.2078497,-11.90874429
0.2,0.4,0.65,39.2,-5.976727032,-2.147899239,-104.1592285,-13.87604329
0.2,0.4,0.65,39.25,-5.993104652,-2.13989896,-106.1070212,-15.8416781
0.2,0.4,0.65,39.3,-6.010477656,-2.131660462,-108.051502,-17.80579505
0.2,0.4,0.65,39.35,-6.028917023,-2.12319084,-109.9929646,-19.76853797
0.2,0.4,0.65,39.4,-6.048485068,-2.114499271,-111.9317138,-21.73004689
0.2,0.4,0.65,39.45,-6.069234756,-2.105596761,-113.8680564,-23.69045683
0.2,0.4,0.65,39.5,-6.091209223,-2.096495878,-115.8022917,-25.64989645
0.2,0.4,0.65,39.55,-6.114441536,-2.087210465,-117.7347017,-27.60848678
0.2,0.4,0.65,39.6,-6.138954673,-2.077755327,-119.6655419,-29.5663398
0.2,0.4,0.65,39.65,-6.16476174,-2.06814591,-121.5950321,-31.52355711
0.2,0.4,0.65,39.7,-6.191866388,-2.058397941,-123.523348,-33.48022836
0.2,0.4,0.65,39.75,-6.220263438,-2.048527063,-125.4506141,-35.43642979
0.2,0.4,0.65,39.8,-6.249939655,-2.038548439,-127.3768969,-37.39222255
0.2,0.4,0.65,39.85,-6.280874662,-2.028476334,-129.3022009,-39.34765097
0.2,0.4,0.65,39.9,-6.313041949,-2.018323685,-131.2264642,-41.30274071
0.2,0.4,0.65,39.95,-6.346409936,-2.008101637,-133.149557,-43.25749668
0.2,0.4,0.65,40,-6.380943058,-1.997819074,-135.0712809,-45.21190091
0.2,0.4,0.65,40.05,-6.416602837,-1.98748212,-136.9913694,-47.16591006
0.2,0.4,0.65,40.1,-6.453348912,-1.977093635,-138.9094907,-49.11945277
0.2,0.4,0.65,40.15,-6.491139988,-1.966652696,-140.8252501,-51.0724267
0.2,0.4,0.65,40.2,-6.529934701,-1.956154071,-142.7381952,-53.02469516
0.2,0.4,0.65,40.25,-6.569692375,-1.9455877,-144.6478201,-54.97608344
0.2,0.4,0.65,40.3,-6.61037365,-1.934938176,-146.5535721,-56.92637458
0.2,0.4,0.65,40.35,-6.651941005,-1.924184258,-148.454857,-58.87530465
0.2,0.4,0.65,40.4,-6.694359142,-1.913298405,-150.3510464,-60.82255746
0.2,0.4,0.65,40.45,-6.737595263,-1.902246377,-152.2414836,-62.76775853
0.2,0.4,0.65,40.5,-6.781619237,-1.890986892,-154.125491,-64.71046835
0.2,0.4,0.65,40.55,-6.826403664,-1.879471396,-156.0023757,-66.65017483
0.2,0.4,0.65,40.6,-6.871923853,-1.867643955,-157.8714366,-68.58628482
0.2,0.4,0.65,40.65,-6.918157732,-1.855441317,-159.7319693,-70.51811478
0.2,0.4,0.65,40.7,-6.965085692,-1.842793195,-161.5832723,-72.44488041
0.2,0.4,0.65,40.75,-7.012690387,-1.829622799,-163.4246518,-74.36568544
0.2,0.4,0.65,40.8,-7.0609565,-1.815847716,-165.2554258,-76.27950955
0.2,0.4,0.65,40.85,-7.109870488,-1.801381167,-167.0749288,-78.18519554
0.2,0.4,0.65,40.9,-7.159420311,-1.786133741,-168.8825148,-80.0814362
0.2,0.4,0.65,40.95,-7.209595163,-1.770015683,-170.6775606,-81.96676095
0.2,0.4,0.65,41,-7.260385204,-1.752939811,-172.4594684,-83.83952316
0.2,0.4,0.7,37,-5.435927853,-2.604063082,-19.56773636,71.86124832
0.2,0.4,0.7,37.05,-5.453524403,-2.571380572,-21.50974166,69.84145751
0.2,0.4,0.7,37.1,-5.471542629,-2.540539994,-23.45832886,67.81585685
0.2,0.4,0.7,37.15,-5.489922026,-2.511497556,-25.41318576,65.78511268
0.2,0.4,0.7,37.2,-5.508602638,-2.484204753,-27.374001,63.74987613
0.2,0.4,0.7,37.25,-5.527525348,-2.45860867,-29.34046387,61.71078067
0.2,0.4,0.7,37.3,-5.546632174,-2.434652302,-31.31226417,59.66843987
0.2,0.4,0.7,37.35,-5.565866568,-2.412274909,-33.28909209,57.62344528
0.2,0.4,0.7,37.4,-5.585173712,-2.391412387,-35.27063797,55.57636459
0.2,0.4,0.7,37.45,-5.604500808,-2.371997663,-37.25659224,53.52774001
0.2,0.4,0.7,37.5,-5.62379737,-2.353961092,-39.24664523,51.47808679
0.2,0.4,0.7,37.55,-5.643015511,-2.337230873,-41.24048704,49.42789208
0.2,0.4,0.7,37.6,-5.662110216,-2.321733465,-43.23780748,47.37761394
0.2,0.4,0.7,37.65,-5.681039621,-2.307394005,-45.23829602,45.32768059
0.2,0.4,0.7,37.7,-5.699765267,-2.294136722,-47.24164173,43.27848993
0.2,0.4,0.7,37.75,-5.718252358,-2.281885346,-49.24753337,41.2304092
0.2,0.4,0.7,37.8,-5.736469997,-2.270563505,-51.25565944,39.18377485
0.2,0.4,0.7,37.85,-5.754391417,-2.260095114,-53.26570833,37.1388927
0.2,0.4,0.7,37.9,-5.771994188,-2.250404747,-55.27736853,35.0960381
0.2,0.4,0.7,37.95,-5.789260422,-2.241417986,-57.2903289,33.05545643
0.2,0.4,0.7,38,-5.806176946,-2.23306176,-59.30427902,31.01736363
0.2,0.4,0.7,38.05,-5.822735466,-2.22526466,-61.31890959,28.98194688
0.2,0.4,0.7,38.1,-5.838932713,-2.217957228,-63.33391292,26.94936548
0.2,0.4,0.7,38.15,-5.854770557,-2.211072228,-65.34898352,24.91975171
0.2,0.4,0.7,38.2,-5.870256111,-2.204544894,-67.36381868,22.89321185
0.2,0.4,0.7,38.25,-5.885401803,-2.198313148,-69.37811928,20.8698273
0.2,0.4,0.7,38.3,-5.900225429,-2.192317802,-71.39159051,18.84965567
0.2,0.4,0.7,38.35,-5.91475017,-2.186502732,-73.4039428,16.83273203
0.2,0.4,0.7,38.4,-5.929004592,-2.180815023,-75.41489273,14.81907008
0.2,0.4,0.7,38.45,-5.94302261,-2.175205105,-77.42416411,12.8086635
0.2,0.4,0.7,38.5,-5.956843419,-2.169626849,-79.43148903,10.80148714
0.2,0.4,0.7,38.55,-5.970511401,-2.16403765,-81.43660908,8.797498393
0.2,0.4,0.7,38.6,-5.984075984,-2.15839849,-83.43927657,6.796638465
0.2,0.4,0.7,38.65,-5.997591477,-2.15267397,-85.43925582,4.798833687
0.2,0.4,0.7,38.7,-6.011116862,-2.146832331,-87.43632454,2.803996823
0.2,0.4,0.7,38.75,-6.02471554,-2.14084545,-89.43027523,0.812028366
0.2,0.4,0.7,38.8,-6.038455047,-2.134688817,-91.4209166,-1.17718217
0.2,0.4,0.7,38.85,-6.052406712,-2.128341491,-93.40807504,-3.163754972
0.2,0.4,0.7,38.9,-6.066645278,-2.121786041,-95.39159612,-5.147818657
0.2,0.4,0.7,38.95,-6.081248473,-2.115008465,-97.37134601,-7.129509015
0.2,0.4,0.7,39,-6.096296525,-2.107998096,-99.34721294,-9.108967762
0.2,0.4,0.7,39.05,-6.111871629,-2.100747482,-101.3191085,-11.0863413
0.2,0.4,0.7,39.1,-6.128057363,-2.093252258,-103.2869691,-13.06177949
0.2,0.4,0.7,39.15,-6.144938043,-2.085510989,-105.2507568,-15.03543441
0.2,0.4,0.7,39.2,-6.162598025,-2.07752501,-107.2104606,-17.00745916
0.2,0.4,0.7,39.25,-6.18112096,-2.06929823,-109.166097,-18.97800662
0.2,0.4,0.7,39.3,-6.200588983,-2.060836937,-111.1177104,-20.94722822
0.2,0.4,0.7,39.35,-6.221081862,-2.052149568,-113.0653735,-22.91527269
0.2,0.4,0.7,39.4,-6.242676103,-2.043246474,-115.0091868,-24.88228484
0.2,0.4,0.7,39.45,-6.265444004,-2.034139653,-116.9492779,-26.84840426
0.2,0.4,0.7,39.5,-6.289452694,-2.024842476,-118.8858002,-28.81376403
0.2,0.4,0.7,39.55,-6.314763145,-2.015369383,-120.8189311,-30.77848938
0.2,0.4,0.7,39.6,-6.341429176,-2.005735568,-122.7488695,-32.74269631
0.2,0.4,0.7,39.65,-6.369496475,-1.995956631,-124.675832,-34.70649017
0.2,0.4,0.7,39.7,-6.399001649,-1.986048224,-126.6000495,-36.66996415
0.2,0.4,0.7,39.75,-6.429971323,-1.976025664,-128.5217618,-38.63319769
0.2,0.4,0.7,39.8,-6.462421321,-1.96590353,-130.4412119,-40.59625483
0.2,0.4,0.7,39.85,-6.49635595,-1.955695239,-132.3586399,-42.55918241
0.2,0.4,0.7,39.9,-6.531767412,-1.945412602,-134.2742748,-44.52200814
0.2,0.4,0.7,39.95,-6.568635381,-1.93506536,-136.1883275,-46.48473852
0.2,0.4,0.7,40,-6.606926765,-1.924660704,-138.1009814,-48.44735655
0.2,0.4,0.7,40.05,-6.646595682,-1.914202777,-140.0123841,-50.40981925
0.2,0.4,0.7,40.1,-6.687583673,-1.90369217,-141.9226375,-52.37205489
0.2,0.4,0.7,40.15,-6.729820164,-1.893125405,-143.8317892,-54.33395991
0.2,0.4,0.7,40.2,-6.773223193,-1.88249442,-145.7398234,-56.29539551
0.2,0.4,0.7,40.25,-6.817700403,-1.871786054,-147.6466528,-58.25618384
0.2,0.4,0.7,40.3,-6.863150286,-1.860981557,-149.5521109,-60.21610374
0.2,0.4,0.7,40.35,-6.90946367,-1.850056115,-151.4559462,-62.17488588
0.2,0.4,0.7,40.4,-6.956525421,-1.838978425,-153.3578174,-64.13220743
0.2,0.4,0.7,40.45,-7.004216309,-1.827710319,-155.2572905,-66.08768602
0.2,0.4,0.7,40.5,-7.052415005,-1.816206483,-157.1538377,-68.04087296
0.2,0.4,0.7,40.55,-7.101000149,-1.804414264,-159.0468388,-69.99124577
0.2,0.4,0.7,40.6,-7.149852428,-1.792273634,-160.9355844,-71.93819987
0.2,0.4,0.7,40.65,-7.1988566,-1.779717307,-162.819281,-73.88103939
0.2,0.4,0.7,40.7,-7.24790341,-1.766671098,-164.6970593,-75.81896724
0.2,0.4,0.7,40.75,-7.296891331,-1.753054525,-166.5679825,-77.75107432
0.2,0.4,0.7,40.8,-7.345728086,-1.738781748,-168.4310581,-79.67632813
0.2,0.4,0.7,40.85,-7.394331902,-1.723762889,-170.2852497,-81.59356085
0.2,0.4,0.7,40.9,-7.442632478,-1.707905794,-172.1294904,-83.50145716
0.2,0.4,0.7,40.95,-7.490571633,-1.691118326,-173.9626958,-85.39854235
0.2,0.4,0.7,41,-7.538103641,-1.673311231,-175.7837784,-87.28317103
0.2,0.4,0.75,37,-5.677043156,-2.473875599,-22.46149977,-111.0715871
0.2,0.4,0.75,37.05,-5.69479652,-2.443296592,-24.41806617,-113.1003175
0.2,0.4,0.75,37.1,-5.712998417,-2.414452675,-26.38040586,-115.1350582
0.2,0.4,0.75,37.15,-5.731581255,-2.38730356,-28.34823977,-117.1751397
0.2,0.4,0.75,37.2,-5.750478069,-2.361804541,-30.32129288,-119.2199057
0.2,0.4,0.75,37.25,-5.769622829,-2.337906764,-32.29929384,-121.2687158
0.2,0.4,0.75,37.3,-5.788950752,-2.315557524,-34.28197451,-123.3209478
