D [mm],coax_inside [mm],QCOAX_D [mm],Freq [GHz],"dB(S(1:1,1:1)) []","dB(S(2:1,1:1)) []","ang_deg(S(1:1,1:1)) [deg]","ang_deg(S(2:1,1:1)) [deg]"
0.3,0.15,0.7,62.9,-1.623165273,-9.716342936,89.25627246,0.057217198
0.3,0.15,0.7,62.95,-1.620038886,-9.73293929,87.44023514,-1.764416529
0.3,0.15,0.7,63,-1.617021483,-9.750145041,85.62574194,-3.585033691
0.3,0.15,0.75,57,-1.554724197,-8.861713768,-63.37060002,26.76371466
0.3,0.15,0.75,57.05,-1.548914143,-8.892520496,-65.12374043,24.99306264
0.3,0.15,0.75,57.1,-1.543930552,-8.923356963,-66.88129821,23.2227775
0.3,0.15,0.75,57.15,-1.539935276,-8.953989256,-68.64040845,21.45432039
0.3,0.15,0.75,57.2,-1.536774516,-8.984175884,-70.39852662,19.6871865
0.3,0.15,0.75,57.25,-1.534156888,-9.013919078,-72.15471738,17.92023083
0.3,0.15,0.75,57.3,-1.531867661,-9.043337027,-73.90927155,16.15338578
0.3,0.15,0.75,57.35,-1.529801812,-9.072451888,-75.66277471,14.38727414
0.3,0.15,0.75,57.4,-1.527935259,-9.101296033,-77.4158218,12.62295809
0.3,0.15,0.75,57.45,-1.526242626,-9.129622042,-79.16865485,10.85946564
0.3,0.15,0.75,57.5,-1.524696333,-9.157336362,-80.92137757,9.095673288
0.3,0.15,0.75,57.55,-1.523295281,-9.184531878,-82.67420806,7.331502683
0.3,0.15,0.75,57.6,-1.522042461,-9.211302842,-84.42736549,5.566905142
0.3,0.15,0.75,57.65,-1.520944956,-9.237744613,-86.18106861,3.80186192
0.3,0.15,0.75,57.7,-1.520013941,-9.263953399,-87.9355343,2.036384441
0.3,0.15,0.75,57.75,-1.519264667,-9.290025978,-89.69097603,0.270514475
0.3,0.15,0.75,57.8,-1.518516055,-9.315577375,-91.44664826,-1.495840944
0.3,0.15,0.75,57.85,-1.518211687,-9.341160217,-93.20333961,-3.259741469
0.3,0.15,0.75,57.9,-1.518251047,-9.366530125,-94.96050577,-5.021357695
0.3,0.15,0.75,57.95,-1.518530612,-9.3914877,-96.71775581,-6.781207369
0.3,0.15,0.75,58,-1.518949118,-9.415893346,-98.47487091,-8.540038101
0.3,0.15,0.75,58.05,-1.519414076,-9.439674007,-100.2318156,-10.2986845
0.3,0.15,0.75,58.1,-1.519849324,-9.462821208,-101.9887379,-12.05792552
0.3,0.15,0.75,58.15,-1.520203157,-9.485381737,-103.7459557,-13.81836534
0.3,0.15,0.75,58.2,-1.520456386,-9.507443569,-105.5039254,-15.58035251
0.3,0.15,0.75,58.25,-1.520629413,-9.529120076,-107.2631929,-17.34394198
0.3,0.15,0.75,58.3,-1.520787297,-9.550535105,-109.0243281,-19.10889531
0.3,0.15,0.75,58.35,-1.521041827,-9.571810671,-110.7878463,-20.8747094
0.3,0.15,0.75,58.4,-1.521549815,-9.593058019,-112.5541232,-22.6406621
0.3,0.15,0.75,58.45,-1.522507272,-9.614372073,-114.3233141,-24.40586442
0.3,0.15,0.75,58.5,-1.524139682,-9.635828762,-116.0952854,-26.16931192
0.3,0.15,0.75,58.55,-1.526506092,-9.656494752,-117.8654477,-27.92762214
0.3,0.15,0.75,58.6,-1.528657493,-9.676454725,-119.6333884,-29.68730158
0.3,0.15,0.75,58.65,-1.530526444,-9.695893814,-121.4006626,-31.44942531
0.3,0.15,0.75,58.7,-1.532150616,-9.715079724,-123.168778,-33.21440612
0.3,0.15,0.75,58.75,-1.533657221,-9.734302009,-124.9388513,-34.98164716
0.3,0.15,0.75,58.8,-1.535220223,-9.753776128,-126.7113881,-36.74951654
0.3,0.15,0.75,58.85,-1.537009668,-9.773560056,-128.4862667,-38.51578009
0.3,0.15,0.75,58.9,-1.53915369,-9.793535007,-130.2628915,-40.27829977
0.3,0.15,0.75,58.95,-1.541722584,-9.813457374,-132.0404119,-42.03559728
0.3,0.15,0.75,59,-1.54473177,-9.833040254,-133.8179116,-43.78702525
0.3,0.15,0.75,59.05,-1.54815455,-9.852016638,-135.594522,-45.53259461
0.3,0.15,0.75,59.1,-1.551936192,-9.870164063,-137.3694603,-47.27266806
0.3,0.15,0.75,59.15,-1.556004134,-9.887296373,-139.1420111,-49.00769403
0.3,0.15,0.75,59.2,-1.560271822,-9.903236146,-140.9114771,-50.73805611
0.3,0.15,0.75,59.25,-1.564634699,-9.917777536,-142.6771167,-52.464053
0.3,0.15,0.75,59.3,-1.568956502,-9.930643897,-144.4380874,-54.18602386
0.3,0.15,0.75,59.35,-1.573042816,-9.941443963,-146.1934275,-55.90467411
0.3,0.15,0.75,59.4,-1.576598638,-9.949639749,-147.942143,-57.6217177
0.3,0.15,0.75,59.45,-1.579171966,-9.954566705,-149.6835352,-59.34097597
0.3,0.15,0.75,59.5,-1.580107156,-9.955598526,-151.4179909,-61.06988631
0.3,0.15,0.75,59.55,-1.578585349,-9.952591646,-153.1484022,-62.82058953
0.3,0.15,0.75,59.6,-1.573896743,-9.94661732,-154.8817739,-64.6082306
0.3,0.15,0.75,59.65,-1.566019339,-9.94046221,-156.6290974,-66.4437942
0.3,0.15,0.75,59.7,-1.556142846,-9.937875288,-158.4009971,-68.32424834
0.3,0.15,0.75,59.75,-1.546367244,-9.941527454,-160.2008336,-70.23076618
0.3,0.15,0.75,59.8,-1.538536914,-9.951620646,-162.0224338,-72.13978625
0.3,0.15,0.75,59.85,-1.533372044,-9.966491791,-163.8551754,-74.03540006
0.3,0.15,0.75,59.9,-1.530595638,-9.984086184,-165.6902192,-75.91240292
0.3,0.15,0.75,59.95,-1.529525778,-10.00286022,-167.5228017,-77.77248605
0.3,0.15,0.75,60,-1.529506298,-10.02193811,-169.3514246,-79.61986047
0.3,0.15,0.75,60.05,-1.529441308,-10.03304814,-171.1804732,-81.51522229
0.3,0.15,0.75,60.1,-1.530127551,-10.0520524,-173.0053758,-83.41153525
0.3,0.15,0.75,60.15,-1.53132087,-10.07961697,-174.8259612,-85.27338866
0.3,0.15,0.75,60.2,-1.53278638,-10.11070993,-176.6424041,-87.0645695
0.3,0.15,0.75,60.25,-1.534314169,-10.1369894,-178.4551957,-88.79206396
0.3,0.15,0.75,60.3,-1.535732449,-10.15494822,179.7349216,-90.50024583
0.3,0.15,0.75,60.35,-1.536916085,-10.1668119,177.9270449,-92.22298301
0.3,0.15,0.75,60.4,-1.537789464,-10.17588851,176.1202114,-93.96952809
0.3,0.15,0.75,60.45,-1.538323946,-10.18428945,174.3134905,-95.73677684
0.3,0.15,0.75,60.5,-1.538531181,-10.19298957,172.5060548,-97.51910017
0.3,0.15,0.75,60.55,-1.538454164,-10.20233291,170.6972191,-99.31172587
0.3,0.15,0.75,60.6,-1.538157719,-10.21237409,168.8864366,-101.1112313
0.3,0.15,0.75,60.65,-1.53771827,-10.2230492,167.0732363,-102.915273
0.3,0.15,0.75,60.7,-1.537204198,-10.23425266,165.2570572,-104.7222483
0.3,0.15,0.75,60.75,-1.536600314,-10.24587013,163.4369912,-106.531038
0.3,0.15,0.75,60.8,-1.53557638,-10.25779219,161.6125857,-108.3408357
0.3,0.15,0.75,60.85,-1.533753202,-10.26991968,159.7886207,-110.1510389
0.3,0.15,0.75,60.9,-1.532090179,-10.28216553,157.9694012,-111.9611812
0.3,0.15,0.75,60.95,-1.531119377,-10.29445514,156.1501184,-113.7708908
0.3,0.15,0.75,61,-1.530509222,-10.30672611,154.3287302,-115.579866
0.3,0.15,0.75,61.05,-1.53005902,-10.31892749,152.5057438,-117.3878607
0.3,0.15,0.75,61.1,-1.529703308,-10.33101866,150.6818285,-119.1946756
0.3,0.15,0.75,61.15,-1.529417599,-10.34296774,148.8574736,-121.0001518
0.3,0.15,0.75,61.2,-1.529186361,-10.35474909,147.0330314,-122.8041629
0.3,0.15,0.75,61.25,-1.52899465,-10.36633934,145.2087671,-124.6066039
0.3,0.15,0.75,61.3,-1.528826402,-10.37770953,143.3848852,-126.4073735
0.3,0.15,0.75,61.35,-1.52866451,-10.38880772,141.5615447,-128.2063647
0.3,0.15,0.75,61.4,-1.52849132,-10.39951672,139.7388679,-130.0035635
0.3,0.15,0.75,61.45,-1.528289151,-10.40958001,137.916946,-131.7998145
0.3,0.15,0.75,61.5,-1.528040739,-10.41880603,136.0958437,-133.5995954
0.3,0.15,0.75,61.55,-1.527729575,-10.4283716,134.2756028,-135.407871
0.3,0.15,0.75,61.6,-1.527340128,-10.43923473,132.4562454,-137.2146012
0.3,0.15,0.75,61.65,-1.526857983,-10.45015878,130.6377765,-139.0150512
0.3,0.15,0.75,61.7,-1.526269856,-10.46062705,128.820187,-140.8128503
0.3,0.15,0.75,61.75,-1.525563533,-10.47068193,127.0034551,-142.610138
0.3,0.15,0.75,61.8,-1.524727695,-10.48040531,125.1875476,-144.4077036
0.3,0.15,0.75,61.85,-1.523751708,-10.48984818,123.3724199,-146.2058801
0.3,0.15,0.75,61.9,-1.522625451,-10.49904004,121.5580134,-148.0048545
0.3,0.15,0.75,61.95,-1.521339446,-10.5079993,119.7442506,-149.8047603
0.3,0.15,0.75,62,-1.519885735,-10.51673918,117.931028,-151.6057073
0.3,0.15,0.75,62.05,-1.518260057,-10.52527056,116.1182102,-153.4077939
0.3,0.15,0.75,62.1,-1.516465447,-10.53360336,114.3056341,-155.2111168
0.3,0.15,0.75,62.15,-1.514515879,-10.54174725,112.4931343,-157.0157842
0.3,0.15,0.75,62.2,-1.512436736,-10.54971228,110.6805882,-158.8219386
0.3,0.15,0.75,62.25,-1.510259558,-10.55751113,108.8679581,-160.6297958
0.3,0.15,0.75,62.3,-1.50801329,-10.56516674,107.0552951,-162.4397087
0.3,0.15,0.75,62.35,-1.505718164,-10.57273468,105.2427008,-164.2522425
0.3,0.15,0.75,62.4,-1.503385817,-10.58035704,103.4302787,-166.0681396
0.3,0.15,0.75,62.45,-1.501023554,-10.58834133,101.6181074,-167.8877347
0.3,0.15,0.75,62.5,-1.498638835,-10.59710388,99.80623908,-169.7093541
0.3,0.15,0.75,62.55,-1.496241936,-10.60671922,97.99471185,-171.528799
0.3,0.15,0.75,62.6,-1.493846852,-10.61665264,96.18356342,-173.3434393
0.3,0.15,0.75,62.65,-1.491471219,-10.62640796,94.37284121,-175.1548631
0.3,0.15,0.75,62.7,-1.489135861,-10.63594913,92.56260861,-176.9656444
0.3,0.15,0.75,62.75,-1.486864318,-10.64546063,90.75294826,-178.7770584
0.3,0.15,0.75,62.8,-1.484682443,-10.65512746,88.94396364,179.4106672
0.3,0.15,0.75,62.85,-1.482618107,-10.6650865,87.13577974,177.5977355
0.3,0.15,0.75,62.9,-1.480700972,-10.67543758,85.32854317,175.7844736
0.3,0.15,0.75,62.95,-1.478962327,-10.68625901,83.52242212,173.9712279
0.3,0.15,0.75,63,-1.477434953,-10.69761752,81.71760607,172.1583386
0.3,0.15,0.8,57,-1.302466823,-10.48777289,-68.84620321,-159.1360189
0.3,0.15,0.8,57.05,-1.299890121,-10.51243326,-70.57030859,-160.8736177
0.3,0.15,0.8,57.1,-1.29804702,-10.53690487,-72.29899858,-162.6088861
0.3,0.15,0.8,57.15,-1.297050459,-10.56075936,-74.02965285,-164.3417986
0.3,0.15,0.8,57.2,-1.296760767,-10.58379188,-75.76017058,-166.0747582
0.3,0.15,0.8,57.25,-1.296943765,-10.60620841,-77.48965649,-167.8098709
0.3,0.15,0.8,57.3,-1.297393454,-10.62833391,-79.21823673,-169.5470295
0.3,0.15,0.8,57.35,-1.298004383,-10.6502993,-80.94654484,-171.2847397
0.3,0.15,0.8,57.4,-1.29874097,-10.67200811,-82.67501495,-173.0218123
0.3,0.15,0.8,57.45,-1.299653044,-10.69339108,-84.40424031,-174.7577913
0.3,0.15,0.8,57.5,-1.300755497,-10.71430055,-86.13412659,-176.4926045
0.3,0.15,0.8,57.55,-1.30202479,-10.73456089,-87.86436892,-178.2268309
0.3,0.15,0.8,57.6,-1.303429878,-10.75409424,-89.5948204,-179.9616733
0.3,0.15,0.8,57.65,-1.304930728,-10.77298604,-91.32556261,178.3014653
0.3,0.15,0.8,57.7,-1.306476867,-10.79149313,-93.05701565,176.5617128
0.3,0.15,0.8,57.75,-1.308006689,-10.80996538,-94.79011635,174.8193638
0.3,0.15,0.8,57.8,-1.309493293,-10.82814837,-96.52445292,173.0758547
0.3,0.15,0.8,57.85,-1.311346739,-10.84641488,-98.26023704,171.3337308
0.3,0.15,0.8,57.9,-1.313476372,-10.86455096,-99.99702364,169.5931369
0.3,0.15,0.8,57.95,-1.315791602,-10.88236734,-101.7344959,167.8538946
0.3,0.15,0.8,58,-1.318206131,-10.89971453,-103.4724764,166.1155626
0.3,0.15,0.8,58.05,-1.320642915,-10.91649381,-105.2109319,164.3775302
0.3,0.15,0.8,58.1,-1.32303971,-10.93266212,-106.9499713,162.6391297
0.3,0.15,0.8,58.15,-1.325354917,-10.94823048,-108.6898336,160.8997496
0.3,0.15,0.8,58.2,-1.327573329,-10.96325665,-110.4308649,159.1589306
0.3,0.15,0.8,58.25,-1.329711272,-10.97783389,-112.1734839,157.4164344
0.3,0.15,0.8,58.3,-1.33182054,-10.99207798,-113.9181363,155.6722779
0.3,0.15,0.8,58.35,-1.333990543,-11.00611458,-115.6652399,153.9267377
0.3,0.15,0.8,58.4,-1.33634814,-11.02006834,-117.4151238,152.1803286
0.3,0.15,0.8,58.45,-1.339054809,-11.03405468,-119.1679666,150.4337674
0.3,0.15,0.8,58.5,-1.342301085,-11.04817435,-120.9237395,148.6879277
0.3,0.15,0.8,58.55,-1.345539651,-11.06159801,-122.6780747,146.943162
0.3,0.15,0.8,58.6,-1.348927196,-11.07459602,-124.4328156,145.1990035
0.3,0.15,0.8,58.65,-1.352424748,-11.08712245,-126.1879558,143.4549967
0.3,0.15,0.8,58.7,-1.35599032,-11.09914665,-127.9434947,141.7105041
0.3,0.15,0.8,58.75,-1.359574577,-11.11067552,-129.6994557,139.9646397
0.3,0.15,0.8,58.8,-1.363114038,-11.12180043,-131.4559441,138.216271
0.3,0.15,0.8,58.85,-1.366525669,-11.13277561,-133.2133166,136.4643325
0.3,0.15,0.8,58.9,-1.369731752,-11.14407998,-134.9725831,134.7089338
0.3,0.15,0.8,58.95,-1.372818921,-11.15626326,-136.7358097,132.9533233
0.3,0.15,0.8,59,-1.3763461,-11.16938113,-138.5042832,131.2042662
0.3,0.15,0.8,59.05,-1.3809137,-11.18257353,-140.2738327,129.4674063
0.3,0.15,0.8,59.1,-1.386122853,-11.19467285,-142.0390593,127.7423242
0.3,0.15,0.8,59.15,-1.391329642,-11.20505549,-143.8000549,126.0246472
0.3,0.15,0.8,59.2,-1.39636699,-11.21364591,-145.5585543,124.3106549
0.3,0.15,0.8,59.25,-1.40128322,-11.22050884,-147.3150887,122.5986858
0.3,0.15,0.8,59.3,-1.406116483,-11.22559,-149.0691088,120.8883508
0.3,0.15,0.8,59.35,-1.410817732,-11.2286279,-150.8193991,119.1794241
0.3,0.15,0.8,59.4,-1.415196121,-11.2291381,-152.5643569,117.4707779
0.3,0.15,0.8,59.45,-1.418844656,-11.22645423,-154.3024399,115.7590971
0.3,0.15,0.8,59.5,-1.421071204,-11.21990585,-156.0332037,114.0372509
0.3,0.15,0.8,59.55,-1.420950171,-11.20927841,-157.7591884,112.2930312
0.3,0.15,0.8,59.6,-1.417694922,-11.19559289,-159.4878587,110.5106434
0.3,0.15,0.8,59.65,-1.411367503,-11.1817055,-161.2307844,108.6780014
0.3,0.15,0.8,59.7,-1.403311278,-11.17161691,-162.9978348,106.7975546
0.3,0.15,0.8,59.75,-1.395543745,-11.16829402,-164.7906625,104.8891825
0.3,0.15,0.8,59.8,-1.389587384,-11.17203462,-166.6028107,102.9787235
0.3,0.15,0.8,59.85,-1.385949523,-11.18102635,-168.4253829,101.0840043
0.3,0.15,0.8,59.9,-1.384417337,-11.19297643,-170.2515742,99.2109691
0.3,0.15,0.8,59.95,-1.384530516,-11.20614868,-172.0776711,97.35778387
0.3,0.15,0.8,60,-1.385858238,-11.21955277,-173.9022057,95.51976699
0.3,0.15,0.8,60.05,-1.38791197,-11.2332128,-175.718378,93.69521202
0.3,0.15,0.8,60.1,-1.390211969,-11.24738158,-177.5329334,91.87739986
0.3,0.15,0.8,60.15,-1.392680955,-11.26212073,-179.3456713,90.06869159
0.3,0.15,0.8,60.2,-1.395232516,-11.27733295,178.8435146,88.27292654
0.3,0.15,0.8,60.25,-1.397774839,-11.29248814,177.0345976,86.4953738
0.3,0.15,0.8,60.3,-1.40021843,-11.30621612,175.2273756,84.74047642
0.3,0.15,0.8,60.35,-1.402491647,-11.31626418,173.4214202,83.00528993
0.3,0.15,0.8,60.4,-1.40458158,-11.32087901,171.6159927,81.27297661
0.3,0.15,0.8,60.45,-1.406727772,-11.32096897,169.8100051,79.52086141
0.3,0.15,0.8,60.5,-1.410488835,-11.31961422,168.013166,77.73981562
0.3,0.15,0.8,60.55,-1.407990022,-11.31924181,166.2241781,75.93750482
0.3,0.15,0.8,60.6,-1.407850393,-11.32044316,164.4105078,74.12681068
0.3,0.15,0.8,60.65,-1.408036431,-11.32293257,162.5995559,72.32243313
0.3,0.15,0.8,60.7,-1.408096072,-11.3302163,160.7878528,70.52700833
0.3,0.15,0.8,60.75,-1.408066172,-11.33725473,158.9744691,68.70374075
0.3,0.15,0.8,60.8,-1.408015769,-11.34253822,157.1592296,66.89062095
0.3,0.15,0.8,60.85,-1.40800505,-11.34781345,155.3422572,65.08481637
0.3,0.15,0.8,60.9,-1.408077573,-11.35307001,153.5238158,63.2830934
0.3,0.15,0.8,60.95,-1.40825937,-11.35819417,151.7042297,61.48410397
0.3,0.15,0.8,61,-1.408560787,-11.36310431,149.8838331,59.68705705
0.3,0.15,0.8,61.05,-1.408979514,-11.36774758,148.0629401,57.89136747
0.3,0.15,0.8,61.1,-1.409503916,-11.37209119,146.2418273,56.09654661
0.3,0.15,0.8,61.15,-1.410116116,-11.37611712,144.4207265,54.30215833
0.3,0.15,0.8,61.2,-1.410794591,-11.37981976,142.5998244,52.50779833
0.3,0.15,0.8,61.25,-1.411516189,-11.38320551,140.779265,50.71308643
0.3,0.15,0.8,61.3,-1.412257619,-11.38629375,138.9591549,48.91767108
0.3,0.15,0.8,61.35,-1.412996494,-11.38911807,137.139569,47.12124871
0.3,0.15,0.8,61.4,-1.413712013,-11.3917265,135.3205562,45.32360028
0.3,0.15,0.8,61.45,-1.414385386,-11.39417822,133.5021449,43.52464139
0.3,0.15,0.8,61.5,-1.415000067,-11.39653467,131.6843476,41.72446974
0.3,0.15,0.8,61.55,-1.415541851,-11.39884476,129.8671657,39.92337792
0.3,0.15,0.8,61.6,-1.415998851,-11.40112851,128.0505938,38.12179875
0.3,0.15,0.8,61.65,-1.416361357,-11.40336763,126.2346232,36.32018001
0.3,0.15,0.8,61.7,-1.416621523,-11.40551035,124.4192471,34.51883731
0.3,0.15,0.8,61.75,-1.416772721,-11.40748915,122.6044636,32.7178594
0.3,0.15,0.8,61.8,-1.416808358,-11.40924218,120.7902798,30.91710817
0.3,0.15,0.8,61.85,-1.416719887,-11.4107279,118.9767094,29.1162935
0.3,0.15,0.8,61.9,-1.416494274,-11.41192944,117.163758,27.31506967
0.3,0.15,0.8,61.95,-1.416113037,-11.41285115,115.3513861,25.51311059
0.3,0.15,0.8,62,-1.415557787,-11.41351189,113.5394567,23.71014975
0.3,0.15,0.8,62.05,-1.414824939,-11.41393855,111.7277296,21.90599096
0.3,0.15,0.8,62.1,-1.413937838,-11.41416108,109.9159664,20.10050177
0.3,0.15,0.8,62.15,-1.412937921,-11.41420918,108.104071,18.29359866
0.3,0.15,0.8,62.2,-1.411862371,-11.41411014,106.2921077,16.48522826
0.3,0.15,0.8,62.25,-1.410732801,-11.41388728,104.4802047,14.67534329
0.3,0.15,0.8,62.3,-1.409559155,-11.41355906,102.6684718,12.863866
0.3,0.15,0.8,62.35,-1.408347352,-11.41313977,100.8569785,11.05062087
0.3,0.15,0.8,62.4,-1.407104031,-11.41264854,99.04576542,9.235199952
0.3,0.15,0.8,62.45,-1.40583828,-11.41215265,97.23486141,7.416729743
0.3,0.15,0.8,62.5,-1.404561848,-11.4119238,95.42429854,5.593868781
0.3,0.15,0.8,62.55,-1.403288679,-11.41268681,93.61412785,3.767300708
0.3,0.15,0.8,62.6,-1.402033133,-11.41481629,91.80444857,1.945153668
0.3,0.15,0.8,62.65,-1.400799721,-11.41691735,89.99548361,0.132338139
0.3,0.15,0.8,62.7,-1.399511119,-11.4182185,88.18764194,-1.67799397
0.3,0.15,0.8,62.75,-1.397909934,-11.4191612,86.3790277,-3.489947411
0.3,0.15,0.8,62.8,-1.396782592,-11.4201362,84.56782102,-5.303566341
0.3,0.15,0.8,62.85,-1.395996936,-11.42131737,82.75910091,-7.118089885
0.3,0.15,0.8,62.9,-1.39527778,-11.42278024,80.95175608,-8.932853834
0.3,0.15,0.8,62.95,-1.394665716,-11.42456507,79.14527077,-10.74734924
0.3,0.15,0.8,63,-1.394202013,-11.42669981,77.33960308,-12.56116624
0.3,0.2,0.65,57,-15.2610935,-1.138725677,-2.986551998,94.08885795
0.3,0.2,0.65,57.05,-14.93250335,-1.150003454,-4.754480736,91.97645857
0.3,0.2,0.65,57.1,-14.61988742,-1.161715816,-6.537016745,89.86202484
0.3,0.2,0.65,57.15,-14.32133847,-1.174105392,-8.331112985,87.74644816
0.3,0.2,0.65,57.2,-14.03528418,-1.187280259,-10.13655672,85.63121942
0.3,0.2,0.65,57.25,-13.76056509,-1.201209134,-11.95432485,83.51771876
0.3,0.2,0.65,57.3,-13.4963503,-1.215782113,-13.78536377,81.40678069
0.3,0.2,0.65,57.35,-13.24200444,-1.230880573,-15.63012979,79.29864011
0.3,0.2,0.65,57.4,-12.99704614,-1.246383284,-17.48777658,77.19326421
0.3,0.2,0.65,57.45,-12.76084149,-1.262400516,-19.3613799,75.0899499
0.3,0.2,0.65,57.5,-12.5333527,-1.278952265,-21.25088099,72.98921326
0.3,0.2,0.65,57.55,-12.3146681,-1.295945047,-23.1532738,70.89188267
0.3,0.2,0.65,57.6,-12.10470112,-1.31327287,-25.06499841,68.79845811
0.3,0.2,0.65,57.65,-11.90307569,-1.33082473,-26.98223208,66.70892858
0.3,0.2,0.65,57.7,-11.70895689,-1.348507676,-28.90184385,64.62248763
0.3,0.2,0.65,57.75,-11.52087156,-1.366307799,-30.82393516,62.53711926
0.3,0.2,0.65,57.8,-11.33904938,-1.384246903,-32.75056458,60.45394706
0.3,0.2,0.65,57.85,-11.16321608,-1.402581224,-34.68158278,58.37297563
0.3,0.2,0.65,57.9,-10.99305391,-1.421246386,-36.61693313,56.29437192
0.3,0.2,0.65,57.95,-10.82827771,-1.440185469,-38.55656465,54.21824217
0.3,0.2,0.65,58,-10.6686319,-1.459349989,-40.50042578,52.14463394
0.3,0.2,0.65,58.05,-10.51388786,-1.478700848,-42.44845884,50.07353888
0.3,0.2,0.65,58.1,-10.3638415,-1.498209255,-44.40059527,48.00489603
0.3,0.2,0.65,58.15,-10.21831116,-1.517857615,-46.35675141,45.93859574
0.3,0.2,0.65,58.2,-10.07713556,-1.537640371,-48.31682487,43.87448424
0.3,0.2,0.65,58.25,-9.940172054,-1.557564803,-50.28069137,41.81236894
0.3,0.2,0.65,58.3,-9.80729492,-1.577651778,-52.24820191,39.75202429
0.3,0.2,0.65,58.35,-9.678393844,-1.597936429,-54.21918046,37.69319844
0.3,0.2,0.65,58.4,-9.553372464,-1.618468771,-56.19342196,35.63562059
0.3,0.2,0.65,58.45,-9.432147024,-1.63931423,-58.1706906,33.57900908
0.3,0.2,0.65,58.5,-9.3146451,-1.660554073,-60.15071853,31.52308027
0.3,0.2,0.65,58.55,-9.200393398,-1.682177365,-62.13274994,29.47072317
0.3,0.2,0.65,58.6,-9.089465422,-1.704081148,-64.11681569,27.42089624
0.3,0.2,0.65,58.65,-8.981718988,-1.72627895,-66.10304596,25.37358098
0.3,0.2,0.65,58.7,-8.877035823,-1.748786154,-68.09158833,23.32880451
0.3,0.2,0.65,58.75,-8.775318827,-1.771619691,-70.08259002,21.28664045
0.3,0.2,0.65,58.8,-8.676489549,-1.794797871,-72.07618579,19.24721088
0.3,0.2,0.65,58.85,-8.580486068,-1.818340357,-74.07249095,17.21069006
0.3,0.2,0.65,58.9,-8.487261484,-1.842268267,-76.07159847,15.17731083
0.3,0.2,0.65,58.95,-8.39678324,-1.866604348,-78.07357922,13.14737529
0.3,0.2,0.65,59,-8.309033608,-1.891373083,-80.07848409,11.12127179
0.3,0.2,0.65,59.05,-8.22401173,-1.916600455,-82.0863457,9.099501333
0.3,0.2,0.65,59.1,-8.141737825,-1.942312786,-84.09717599,7.082717369
0.3,0.2,0.65,59.15,-8.062260333,-1.968533564,-86.11095298,5.071784747
0.3,0.2,0.65,59.2,-7.985666972,-1.9952761,-88.12758352,3.067863978
0.3,0.2,0.65,59.25,-7.912100548,-2.022528048,-90.14681781,1.072525575
0.3,0.2,0.65,59.3,-7.84177917,-2.050220547,-92.16807019,-0.912111099
0.3,0.2,0.65,59.35,-7.775016079,-2.078169916,-94.19006749,-2.883253366
0.3,0.2,0.65,59.4,-7.712221696,-2.105974981,-96.21020622,-4.837452812
0.3,0.2,0.65,59.45,-7.653840352,-2.132857799,-98.22350941,-6.771088294
0.3,0.2,0.65,59.5,-7.600120547,-2.157479746,-100.2213369,-8.681949225
0.3,0.2,0.65,59.55,-7.550584695,-2.177904724,-102.1909708,-10.57265341
0.3,0.2,0.65,59.6,-7.503262319,-2.192104757,-104.1189815,-12.45529827
0.3,0.2,0.65,59.65,-7.454462,-2.199310143,-106.0009664,-14.35272426
0.3,0.2,0.65,59.7,-7.400328003,-2.201400212,-107.8516525,-16.28957239
0.3,0.2,0.65,59.75,-7.339516088,-2.202432833,-109.7002373,-18.2766152
0.3,0.2,0.65,59.8,-7.27387465,-2.206210066,-111.5713718,-20.30506977
0.3,0.2,0.65,59.85,-7.206460216,-2.214473403,-113.4734974,-22.3564185
0.3,0.2,0.65,59.9,-7.139598933,-2.22708399,-115.4026814,-24.41435526
0.3,0.2,0.65,59.95,-7.074416423,-2.243067945,-117.3509475,-26.46928358
0.3,0.2,0.65,60,-7.011190611,-2.261381978,-119.3111383,-28.51725829
0.3,0.2,0.65,60.05,-6.949460541,-2.28369163,-121.2888558,-30.54074332
0.3,0.2,0.65,60.1,-6.889321489,-2.306104989,-123.2720598,-32.55877103
0.3,0.2,0.65,60.15,-6.830781176,-2.328565854,-125.2602573,-34.57142075
0.3,0.2,0.65,60.2,-6.773848981,-2.351014827,-127.2529398,-36.57878813
0.3,0.2,0.65,60.25,-6.718537529,-2.373387769,-129.2495699,-38.58099288
0.3,0.2,0.65,60.3,-6.664864451,-2.395614071,-131.2495593,-40.57819277
0.3,0.2,0.65,60.35,-6.612853866,-2.417615007,-133.2522308,-42.57060747
0.3,0.2,0.65,60.4,-6.562536462,-2.439302888,-135.2567563,-44.55855586
0.3,0.2,0.65,60.45,-6.513945446,-2.460582377,-137.2620605,-46.54251029
0.3,0.2,0.65,60.5,-6.467102524,-2.481356315,-139.2666833,-48.52316676
0.3,0.2,0.65,60.55,-6.421982878,-2.501539374,-141.268622,-50.50151832
0.3,0.2,0.65,60.6,-6.378443407,-2.521082576,-143.2652602,-52.47889664
0.3,0.2,0.65,60.65,-6.336107628,-2.540008068,-145.2536806,-54.45691732
0.3,0.2,0.65,60.7,-6.294257901,-2.558444161,-147.2318512,-56.43725395
0.3,0.2,0.65,60.75,-6.251906642,-2.576638266,-149.2008017,-58.42122182
0.3,0.2,0.65,60.8,-6.208236566,-2.594922655,-151.1661989,-60.40930007
0.3,0.2,0.65,60.85,-6.163194443,-2.613630399,-153.1364286,-62.4008667
