D_pth [mm],d_apad [mm],shield [],Freq [GHz],"dB(S(1,1)) []","dB(S(2,1)) []","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
0.1,0.75,1.35,58.8,-17.22310744,-1.355515084,-175.2784803,132.7878853
0.1,0.75,1.35,58.85,-17.37612153,-1.394264955,-177.9025116,132.1458455
0.1,0.75,1.35,58.9,-17.70699171,-1.415713334,-179.7897636,131.5497072
0.1,0.75,1.35,58.95,-18.0696783,-1.417407754,179.724803,130.8718338
0.1,0.75,1.35,59,-18.32557415,-1.417403375,-179.9525887,129.9972443
0.1,0.75,1.35,59.05,-18.48971035,-1.444081038,-179.6203269,128.9626847
0.1,0.75,1.35,59.1,-18.63501942,-1.509627367,-179.5426532,127.943229
0.1,0.75,1.35,59.15,-18.82591461,-1.602672093,-179.6393632,127.0936925
0.1,0.75,1.35,59.2,-19.12033465,-1.703102259,-179.6274416,126.4613348
0.1,0.75,1.35,59.25,-19.57632176,-1.794936662,-178.8584058,126.0126813
0.1,0.75,1.35,59.3,-20.19035488,-1.86925311,-175.8151387,125.6851049
0.1,0.75,1.35,59.35,-20.58332067,-1.922220981,-168.3065516,125.4177172
0.1,0.75,1.35,59.4,-19.89804537,-1.952567598,-159.2052403,125.1638135
0.1,0.75,1.35,59.45,-18.54159347,-1.960022173,-156.4911223,124.8958278
0.1,0.75,1.35,59.5,-17.58285551,-1.945217855,-158.8434471,124.6075687
0.1,0.75,1.35,59.55,-17.13221829,-1.910912586,-162.2259518,124.3098247
0.1,0.75,1.35,59.6,-17.0421525,-1.86287296,-165.4155636,124.0140574
0.1,0.75,1.35,59.65,-17.42635534,-1.808255831,-169.4848689,123.7144884
0.1,0.75,1.35,59.7,-16.39855748,-1.752577274,162.7964713,123.3881037
0.1,0.75,1.35,59.75,-14.65518972,-1.698518639,-172.8899329,123.0096037
0.1,0.75,1.35,59.8,-15.17478124,-1.646911354,-172.0636194,122.5624993
0.1,0.75,1.35,59.85,-15.31440272,-1.598035065,-172.7066569,122.0404444
0.1,0.75,1.35,59.9,-15.34492183,-1.552268205,-173.4846611,121.4441979
0.1,0.75,1.35,59.95,-15.32946354,-1.510211725,-174.2489069,120.7786636
0.1,0.75,1.35,60,-15.28958152,-1.472597843,-174.9780261,120.0510907
0.1,0.75,1.35,60.05,-15.23458528,-1.440156848,-175.6742542,119.270121
0.1,0.75,1.35,60.1,-15.16919244,-1.413502462,-176.3446669,118.4452418
0.1,0.75,1.35,60.15,-15.09610012,-1.393049563,-176.9967849,117.5863719
0.1,0.75,1.35,60.2,-15.01701008,-1.378964531,-177.6374893,116.7034663
0.1,0.75,1.35,60.25,-14.9330917,-1.371145652,-178.2728255,115.8061134
0.1,0.75,1.35,60.3,-14.84521202,-1.369230181,-178.9080523,114.9031421
0.1,0.75,1.35,60.35,-14.75405933,-1.372623672,-179.5477436,114.0022753
0.1,0.75,1.35,60.4,-14.66021358,-1.38054596,179.8041111,113.1098614
0.1,0.75,1.35,60.45,-14.56418877,-1.392087369,179.1440263,112.230708
0.1,0.75,1.35,60.5,-14.46645931,-1.40626855,178.4689596,111.368025
0.1,0.75,1.35,60.55,-14.36747691,-1.422098091,177.7762694,110.5234709
0.1,0.75,1.35,60.6,-14.26768142,-1.438623334,177.0636876,109.6972859
0.1,0.75,1.35,60.65,-14.16750768,-1.454971513,176.3293042,108.8884863
0.1,0.75,1.35,60.7,-14.06738955,-1.470379965,175.5715615,108.0950955
0.1,0.75,1.35,60.75,-13.96776164,-1.484215524,174.7892549,107.3143896
0.1,0.75,1.35,60.8,-13.86905952,-1.495984233,173.9815397,106.5431353
0.1,0.75,1.35,60.85,-13.77171825,-1.505333024,173.1479402,105.7778109
0.1,0.75,1.35,60.9,-13.67616982,-1.512045251,172.288361,105.0147986
0.1,0.75,1.35,60.95,-13.58283928,-1.516031877,171.4030985,104.2505473
0.1,0.75,1.35,61,-13.49213998,-1.517319882,170.4928503,103.4817039
0.1,0.75,1.35,61.05,-13.40446785,-1.516039162,169.5587226,102.705216
0.1,0.75,1.35,61.1,-13.32019494,-1.512408839,168.6022324,101.9184093
0.1,0.75,1.35,61.15,-13.23966242,-1.50672364,167.6253051,101.1190436
0.1,0.75,1.35,61.2,-13.16317313,-1.499340735,166.6302654,100.3053504
0.1,0.75,1.35,61.25,-13.0909841,-1.490667238,165.6198209,99.47605707
0.1,0.75,1.35,61.3,-13.02329912,-1.481148459,164.5970383,98.63039814
0.1,0.75,1.35,61.35,-12.96026165,-1.471256905,163.5653124,97.76811831
0.1,0.75,1.35,61.4,-12.90194853,-1.461481966,162.5283273,96.88946701
0.1,0.75,1.35,61.45,-12.84836446,-1.452320251,161.4900125,95.99518648
0.1,0.75,1.35,61.5,-12.79943769,-1.444266502,160.4544928,95.08649383
0.1,0.75,1.35,61.55,-12.75501698,-1.437805073,159.4260359,94.16505751
0.1,0.75,1.35,61.6,-12.71487002,-1.433401974,158.4089981,93.23296841
0.1,0.75,1.35,61.65,-12.67868333,-1.431497503,157.4077705,92.29270585
0.1,0.75,1.35,61.7,-12.64606352,-1.432499547,156.4267285,91.34709865
0.1,0.75,1.35,61.75,-12.61654005,-1.436777622,155.4701851,90.39928158
0.1,0.75,1.35,61.8,-12.58956901,-1.444657753,154.5423519,89.45264773
0.1,0.75,1.35,61.85,-12.56453806,-1.456418295,153.647307,88.5107975
0.1,0.75,1.35,61.9,-12.54077193,-1.472286777,152.7889729,87.57748502
0.1,0.75,1.35,61.95,-12.51753859,-1.492437845,151.9711038,86.65656318
0.1,0.75,1.35,62,-12.49405543,-1.51699233,151.1972833,85.75192835
0.1,0.75,1.35,62.05,-12.46949562,-1.546017461,150.4709332,84.86746614
0.1,0.75,1.35,62.1,-12.44299401,-1.579528161,149.795332,84.00699943
0.1,0.75,1.35,62.15,-12.41365281,-1.617489382,149.1736429,83.17423979
0.1,0.75,1.35,62.2,-12.38054645,-1.659819331,148.6089526,82.3727436
0.1,0.75,1.35,62.25,-12.34272601,-1.706393485,148.1043182,81.60587343
0.1,0.75,1.35,62.3,-12.29922274,-1.757049196,147.662823,80.87676557
0.1,0.75,1.35,62.35,-12.24905094,-1.811590737,147.287641,80.188304
0.1,0.75,1.35,62.4,-12.19121018,-1.86979461,146.9821111,79.54310098
0.1,0.75,1.35,62.45,-12.12468684,-1.931414926,146.749819,78.94348409
0.1,0.75,1.35,62.5,-12.04845536,-1.99618873,146.5946915,78.39148949
0.1,0.75,1.35,62.55,-11.96147907,-2.063841112,146.5211013,77.88886083
0.1,0.75,1.35,62.6,-11.86271124,-2.134090008,146.5339866,77.43705329
0.1,0.75,1.35,62.65,-11.75109643,-2.206650594,146.6389874,77.03724186
0.1,0.75,1.35,62.7,-11.62557289,-2.281239218,146.8426028,76.69033329
0.1,0.75,1.35,62.75,-11.48507654,-2.357576835,147.1523736,76.39698088
0.1,0.75,1.35,62.8,-11.32854777,-2.435391932,147.5770955,76.15760134
0.1,0.75,1.35,62.85,-11.1549422,-2.514422935,148.12707,75.9723931
0.1,0.75,1.35,62.9,-10.96324766,-2.594420146,148.814401,75.84135547
0.1,0.75,1.35,62.95,-10.75251011,-2.675147205,149.6533437,75.76430801
0.1,0.75,1.35,63,-10.52187255,-2.756382153,150.6607147,75.74090991
0.1,0.8,1.15,57,-16.9664307,-1.143962611,62.64732277,165.2247377
0.1,0.8,1.15,57.05,-16.94763593,-1.121222816,62.76710729,164.5447751
0.1,0.8,1.15,57.1,-16.92427479,-1.101091847,62.84528856,163.8521679
0.1,0.8,1.15,57.15,-16.89645366,-1.083524861,62.88188766,163.1480836
0.1,0.8,1.15,57.2,-16.86432541,-1.068465593,62.87694984,162.4336903
0.1,0.8,1.15,57.25,-16.82809444,-1.055846548,62.83055621,161.7101494
0.1,0.8,1.15,57.3,-16.78802172,-1.045589296,62.74284272,160.9786089
0.1,0.8,1.15,57.35,-16.74442994,-1.037604857,62.6140289,160.2401962
0.1,0.8,1.15,57.4,-16.69770837,-1.031794175,62.44445884,159.4960112
0.1,0.8,1.15,57.45,-16.64831724,-1.028048662,62.23465756,158.7471199
0.1,0.8,1.15,57.5,-16.59679086,-1.026250807,61.98540603,157.9945479
0.1,0.8,1.15,57.55,-16.54373883,-1.026274834,61.69783793,157.2392743
0.1,0.8,1.15,57.6,-16.48984414,-1.027987398,61.37356068,156.4822256
0.1,0.8,1.15,57.65,-16.43585643,-1.031248295,61.01480181,155.7242703
0.1,0.8,1.15,57.7,-16.38257858,-1.035911188,60.62457863,154.9662129
0.1,0.8,1.15,57.75,-16.33084379,-1.041824322,60.2068842,154.2087883
0.1,0.8,1.15,57.8,-16.28148058,-1.048831224,59.76687499,153.452656
0.1,0.8,1.15,57.85,-16.23526268,-1.056771381,59.31103478,152.6983936
0.1,0.8,1.15,57.9,-16.19284179,-1.065480892,58.84727549,151.9464895
0.1,0.8,1.15,57.95,-16.15466314,-1.074793106,58.38492045,151.1973345
0.1,0.8,1.15,58,-16.12086718,-1.084539266,57.93450291,150.4512117
0.1,0.8,1.15,58.05,-16.09118603,-1.094549219,57.50730786,149.7082837
0.1,0.8,1.15,58.1,-16.06485034,-1.104652263,57.11459949,148.9685756
0.1,0.8,1.15,58.15,-16.04052875,-1.114678311,56.76651715,148.2319542
0.1,0.8,1.15,58.2,-16.01632665,-1.124459618,56.47069593,147.4980997
0.1,0.8,1.15,58.25,-15.98986912,-1.133833531,56.23076582,146.7664689
0.1,0.8,1.15,58.3,-15.95848183,-1.142646979,56.04498061,146.0362469
0.1,0.8,1.15,58.35,-15.91946365,-1.150763945,55.90528374,145.306286
0.1,0.8,1.15,58.4,-15.87041938,-1.158077858,55.79709005,144.5750284
0.1,0.8,1.15,58.45,-15.80960024,-1.164532083,55.6999339,143.840418
0.1,0.8,1.15,58.5,-15.73619307,-1.170153348,55.58893415,143.0998109
0.1,0.8,1.15,58.55,-15.65051194,-1.175105036,55.43682986,142.3499212
0.1,0.8,1.15,58.6,-15.5540745,-1.179768825,55.21623228,141.5868816
0.1,0.8,1.15,58.65,-15.44957777,-1.184860723,54.90176727,140.8065867
0.1,0.8,1.15,58.7,-15.34081047,-1.191572631,54.47193627,140.0056213
0.1,0.8,1.15,58.75,-15.23254207,-1.20168591,53.91073926,139.1832016
0.1,0.8,1.15,58.8,-15.13040993,-1.217510969,53.20930043,138.3444348
0.1,0.8,1.15,58.85,-15.04078771,-1.241395221,52.36784152,137.5042531
0.1,0.8,1.15,58.9,-14.97056622,-1.274593867,51.39828579,136.6891546
0.1,0.8,1.15,58.95,-14.92672233,-1.315833578,50.32745017,135.9319736
0.1,0.8,1.15,59,-14.91552121,-1.360762716,49.20008795,135.258263
0.1,0.8,1.15,59.05,-14.94124811,-1.403364228,48.0799917,134.6726382
0.1,0.8,1.15,59.1,-15.00457556,-1.43855803,47.04638705,134.1572819
0.1,0.8,1.15,59.15,-15.10105578,-1.463891796,46.18305102,133.6832681
0.1,0.8,1.15,59.2,-15.22060525,-1.479408509,45.56031726,133.2236032
0.1,0.8,1.15,59.25,-15.3487978,-1.486535152,45.21520988,132.7596461
0.1,0.8,1.15,59.3,-15.46999022,-1.487060989,45.13898178,132.2811814
0.1,0.8,1.15,59.35,-15.57112693,-1.48258838,45.27953249,131.7838635
0.1,0.8,1.15,59.4,-15.64450386,-1.474360464,45.55810298,131.266616
0.1,0.8,1.15,59.45,-15.68842304,-1.463276892,45.89158374,130.729835
0.1,0.8,1.15,59.5,-15.70595708,-1.44997154,46.21040027,130.1743613
0.1,0.8,1.15,59.55,-15.70287307,-1.434894585,46.46699543,129.6009687
0.1,0.8,1.15,59.6,-15.68571887,-1.418380322,46.63587857,129.0101466
0.1,0.8,1.15,59.65,-15.66055459,-1.400698661,46.7090146,128.4020375
0.1,0.8,1.15,59.7,-15.6323447,-1.382093498,46.69002126,127.7764528
0.1,0.8,1.15,59.75,-15.60481326,-1.362811769,46.58913095,127.1329297
0.1,0.8,1.15,59.8,-15.58054853,-1.343126123,46.41955637,126.4708163
0.1,0.8,1.15,59.85,-15.56120472,-1.323352864,46.1951816,125.7893821
0.1,0.8,1.15,59.9,-15.54771587,-1.303865416,45.92925099,125.0879592
0.1,0.8,1.15,59.95,-15.5404843,-1.285102194,45.6337198,124.3661163
0.1,0.8,1.15,60,-15.53953207,-1.267566378,45.3190063,123.6238688
0.1,0.8,1.15,60.05,-15.54461699,-1.251814038,44.99396867,122.8619135
0.1,0.8,1.15,60.1,-15.55531864,-1.238426684,44.66599692,122.0818638
0.1,0.8,1.15,60.15,-15.57110115,-1.227965531,44.3411551,121.2864394
0.1,0.8,1.15,60.2,-15.59135846,-1.220908196,44.0243382,120.4795449
0.1,0.8,1.15,60.25,-15.61544674,-1.217574459,43.71942525,119.6661679
0.1,0.8,1.15,60.3,-15.64270757,-1.218054863,43.42941979,118.8520439
0.1,0.8,1.15,60.35,-15.67248443,-1.222161244,43.15657462,118.043092
0.1,0.8,1.15,60.4,-15.70413439,-1.229417891,42.90250014,117.2447012
0.1,0.8,1.15,60.45,-15.73703641,-1.239103458,42.66825735,116.4610204
0.1,0.8,1.15,60.5,-15.77059729,-1.250338789,42.45443683,115.694428
0.1,0.8,1.15,60.55,-15.80425579,-1.262200864,42.26122538,114.9453148
0.1,0.8,1.15,60.6,-15.83748578,-1.273835363,42.08846194,114.2122136
0.1,0.8,1.15,60.65,-15.86979838,-1.284543422,41.93568429,113.4922074
0.1,0.8,1.15,60.7,-15.90074388,-1.293829387,41.8021679,112.7814823
0.1,0.8,1.15,60.75,-15.92991317,-1.301409468,41.68695819,112.0758835
0.1,0.8,1.15,60.8,-15.9569392,-1.307190633,41.58889749,111.3713751
0.1,0.8,1.15,60.85,-15.98149849,-1.311232628,41.50664759,110.6643577
0.1,0.8,1.15,60.9,-16.00331275,-1.313704833,41.4387092,109.9518419
0.1,0.8,1.15,60.95,-16.02215069,-1.314845988,41.38343924,109.231509
0.1,0.8,1.15,61,-16.03783019,-1.314931017,41.33906705,108.5016916
0.1,0.8,1.15,61.05,-16.05022068,-1.314246157,41.30371066,107.7613108
0.1,0.8,1.15,61.1,-16.0592459,-1.313071792,41.27539425,107.0097929
0.1,0.8,1.15,61.15,-16.06488687,-1.311671606,41.25206799,106.2469846
0.1,0.8,1.15,61.2,-16.06718516,-1.310286427,41.23163149,105.4730737
0.1,0.8,1.15,61.25,-16.06624622,-1.309131374,41.2119621,104.6885214
0.1,0.8,1.15,61.3,-16.06224269,-1.308395122,41.19094933,103.8940059
0.1,0.8,1.15,61.35,-16.05541752,-1.308240474,41.16653652,103.0903776
0.1,0.8,1.15,61.4,-16.04608655,-1.308805641,41.13677066,102.2786231
0.1,0.8,1.15,61.45,-16.03464031,-1.310205862,41.09986113,101.4598377
0.1,0.8,1.15,61.5,-16.02154452,-1.312535113,41.05424752,100.6352031
0.1,0.8,1.15,61.55,-16.00733898,-1.315867799,40.99867596,99.80597055
0.1,0.8,1.15,61.6,-15.99263425,-1.320260337,40.93228287,98.97344675
0.1,0.8,1.15,61.65,-15.97810565,-1.325752615,40.85468358,98.13898254
0.1,0.8,1.15,61.7,-15.96448415,-1.332369332,40.76606248,97.30396326
0.1,0.8,1.15,61.75,-15.95254368,-1.34012122,40.6672596,96.4698003
0.1,0.8,1.15,61.8,-15.94308484,-1.349006172,40.55984785,95.63792354
0.1,0.8,1.15,61.85,-15.93691492,-1.359010298,40.44619385,94.80977438
0.1,0.8,1.15,61.9,-15.9348247,-1.370108921,40.32949474,93.98679912
0.1,0.8,1.15,61.95,-15.93756275,-1.382267531,40.21378395,93.17044275
0.1,0.8,1.15,62,-15.94580848,-1.395442712,40.10389972,92.3621429
0.1,0.8,1.15,62.05,-15.96014526,-1.409583051,40.00541231,91.56332408
0.1,0.8,1.15,62.1,-15.98103559,-1.424630029,39.92450903,90.77539213
0.1,0.8,1.15,62.15,-16.00879999,-1.440518903,39.86783981,89.99972894
0.1,0.8,1.15,62.2,-16.0436014,-1.457179583,39.84232995,89.23768739
0.1,0.8,1.15,62.25,-16.08543639,-1.474537488,39.85497029,88.49058669
0.1,0.8,1.15,62.3,-16.13413414,-1.492514395,39.91259784,87.75970793
0.1,0.8,1.15,62.35,-16.18936325,-1.511029267,40.02168105,87.04629009
0.1,0.8,1.15,62.4,-16.25064598,-1.529999052,40.18812383,86.3515264
0.1,0.8,1.15,62.45,-16.31737868,-1.549339462,40.41710022,85.67656108
0.1,0.8,1.15,62.5,-16.38885688,-1.568965709,40.71292884,85.02248651
0.1,0.8,1.15,62.55,-16.46430313,-1.588793203,41.07899204,84.39034083
0.1,0.8,1.15,62.6,-16.54289564,-1.608738207,41.51770057,83.78110593
0.1,0.8,1.15,62.65,-16.62379593,-1.628718439,42.03050125,83.19570587
0.1,0.8,1.15,62.7,-16.70617419,-1.648653625,42.61792168,82.63500571
0.1,0.8,1.15,62.75,-16.789231,-1.668465994,43.27964471,82.09981073
0.1,0.8,1.15,62.8,-16.87221509,-1.688080716,44.0146041,81.59086597
0.1,0.8,1.15,62.85,-16.95443671,-1.707426286,44.82109314,81.10885622
0.1,0.8,1.15,62.9,-17.03527674,-1.726434843,45.69687871,80.65440624
0.1,0.8,1.15,62.95,-17.11419198,-1.745042437,46.63931437,80.22808133
0.1,0.8,1.15,63,-17.19071703,-1.763189241,47.64544769,79.83038818
0.1,0.8,1.2,57,-20.38499034,-1.137821336,75.12660733,-12.17212533
0.1,0.8,1.2,57.05,-20.35513379,-1.11128005,75.84321279,-12.88009501
0.1,0.8,1.2,57.1,-20.33838913,-1.087892011,76.46536078,-13.59696297
0.1,0.8,1.2,57.15,-20.33236597,-1.067548821,76.96844476,-14.32168883
0.1,0.8,1.2,57.2,-20.33310633,-1.050132508,77.33493664,-15.05329627
0.1,0.8,1.2,57.25,-20.33570734,-1.035516447,77.55936713,-15.79087803
0.1,0.8,1.2,57.3,-20.33531948,-1.023566259,77.65024031,-16.53360003
0.1,0.8,1.2,57.35,-20.32813536,-1.01414065,77.62785901,-17.28070452
0.1,0.8,1.2,57.4,-20.3119856,-1.007092154,77.51913975,-18.0315121
0.1,0.8,1.2,57.45,-20.28639506,-1.002267724,77.3517955,-18.78542248
0.1,0.8,1.2,57.5,-20.25222411,-0.999509148,77.14996606,-19.54191381
0.1,0.8,1.2,57.55,-20.2111428,-0.998653214,76.93210785,-20.30054011
0.1,0.8,1.2,57.6,-20.1651463,-0.999531623,76.71081345,-21.06092617
0.1,0.8,1.2,57.65,-20.11621069,-1.001970601,76.49375487,-21.82275918
0.1,0.8,1.2,57.7,-20.06609834,-1.005790263,76.28501463,-22.58577557
0.1,0.8,1.2,57.75,-20.01627735,-1.010803833,76.08635132,-23.34974156
0.1,0.8,1.2,57.8,-19.96791147,-1.016817002,75.89820699,-24.11442499
0.1,0.8,1.2,57.85,-19.92188571,-1.023627954,75.72042634,-24.87955621
0.1,0.8,1.2,57.9,-19.87884471,-1.03102898,75.55273145,-25.64477642
0.1,0.8,1.2,57.95,-19.83923144,-1.03881109,75.39501632,-26.40957397
0.1,0.8,1.2,58,-19.80331998,-1.046773498,75.24752071,-27.17321512
0.1,0.8,1.2,58.05,-19.77124013,-1.054739916,75.11093044,-27.93468502
0.1,0.8,1.2,58.1,-19.74299273,-1.062582567,74.98643824,-28.69266817
0.1,0.8,1.2,58.15,-19.71845547,-1.070251868,74.87578965,-29.44560928
0.1,0.8,1.2,58.2,-19.69737779,-1.077804641,74.78133129,-30.19189275
0.1,0.8,1.2,58.25,-19.67936244,-1.085418307,74.70607398,-30.93014622
0.1,0.8,1.2,58.3,-19.66382859,-1.09337732,74.65377932,-31.65960711
0.1,0.8,1.2,58.35,-19.64994711,-1.102026156,74.6290719,-32.38042045
0.1,0.8,1.2,58.4,-19.63653098,-1.111699562,74.637565,-33.09372238
0.1,0.8,1.2,58.45,-19.62185022,-1.122655462,74.68594828,-33.80144486
0.1,0.8,1.2,58.5,-19.60331534,-1.135036407,74.78188194,-34.50591317
0.1,0.8,1.2,58.55,-19.57692703,-1.148870317,74.93325694,-35.20939945
0.1,0.8,1.2,58.6,-19.53631012,-1.164102252,75.14559844,-35.91378243
0.1,0.8,1.2,58.65,-19.47104411,-1.180639124,75.41419821,-36.62037596
0.1,0.8,1.2,58.7,-19.3640506,-1.198391249,75.7014681,-37.3299019
0.1,0.8,1.2,58.75,-19.18914562,-1.21730257,75.87455024,-38.04254131
0.1,0.8,1.2,58.8,-18.91784455,-1.237368456,75.55482644,-38.75799878
0.1,0.8,1.2,58.85,-18.57211183,-1.258643491,73.91800188,-39.47553455
0.1,0.8,1.2,58.9,-18.35452808,-1.281241852,70.19549243,-40.19393781
0.1,0.8,1.2,58.95,-18.5500656,-1.30533105,65.67031905,-40.91142514
0.1,0.8,1.2,59,-19.04072086,-1.331116672,62.63671182,-41.62545216
0.1,0.8,1.2,59.05,-19.51000207,-1.358811243,60.91390361,-42.33242995
0.1,0.8,1.2,59.1,-19.76860384,-1.38857384,59.11659432,-43.02735355
0.1,0.8,1.2,59.15,-19.56898904,-1.420398349,57.45976619,-43.70339951
0.1,0.8,1.2,59.2,-19.14059114,-1.453919655,59.4120702,-44.35167323
0.1,0.8,1.2,59.25,-19.13787814,-1.48810923,62.74403629,-44.96153793
0.1,0.8,1.2,59.3,-19.31497366,-1.520873048,64.75947002,-45.52233699
0.1,0.8,1.2,59.35,-19.48357798,-1.548692894,65.89132562,-46.02756941
0.1,0.8,1.2,59.4,-19.61808347,-1.566677197,66.61056034,-46.48181445
0.1,0.8,1.2,59.45,-19.72414796,-1.569510354,67.12852631,-46.90767681
0.1,0.8,1.2,59.5,-19.80907422,-1.553313311,67.53865596,-47.34559721
0.1,0.8,1.2,59.55,-19.87804658,-1.517266057,67.88596215,-47.8394653
0.1,0.8,1.2,59.6,-19.93432548,-1.463561671,68.19411234,-48.41028094
0.1,0.8,1.2,59.65,-19.97974714,-1.396811659,68.4764271,-49.03157195
0.1,0.8,1.2,59.7,-20.01500754,-1.326771542,68.74081725,-49.63420031
0.1,0.8,1.2,59.75,-20.03965681,-1.270585855,68.99250976,-50.18002394
0.1,0.8,1.2,59.8,-20.0516881,-1.239983382,69.2367361,-50.72936322
0.1,0.8,1.2,59.85,-20.04636676,-1.229752158,69.48489067,-51.35534042
0.1,0.8,1.2,59.9,-20.01353645,-1.229041578,69.7768855,-52.06356736
0.1,0.8,1.2,59.95,-19.9344333,-1.231407815,70.27762218,-52.82509587
0.1,0.8,1.2,60,-19.81860787,-1.234453727,71.62254254,-53.61348933
0.1,0.8,1.2,60.05,-19.94359974,-1.237512971,74.05800084,-54.41258144
0.1,0.8,1.2,60.1,-20.25931755,-1.24045679,74.40209717,-55.21378788
0.1,0.8,1.2,60.15,-20.37559081,-1.243281985,73.89616071,-56.01288593
0.1,0.8,1.2,60.2,-20.40228375,-1.245997193,73.67161157,-56.80797962
0.1,0.8,1.2,60.25,-20.40422599,-1.248600569,73.67438873,-57.59838331
0.1,0.8,1.2,60.3,-20.39792081,-1.251080699,73.80590408,-58.38403187
0.1,0.8,1.2,60.35,-20.3876202,-1.253421271,74.01309098,-59.16517106
0.1,0.8,1.2,60.4,-20.37446309,-1.25560487,74.26837379,-59.94219487
0.1,0.8,1.2,60.45,-20.35872142,-1.257615374,74.5565655,-60.71556024
0.1,0.8,1.2,60.5,-20.34041632,-1.259439298,74.8687028,-61.48574311
0.1,0.8,1.2,60.55,-20.31950321,-1.261066493,75.19913037,-62.25321662
0.1,0.8,1.2,60.6,-20.2959301,-1.262490512,75.54404809,-63.01844108
0.1,0.8,1.2,60.65,-20.26965524,-1.263708807,75.90074471,-63.78186032
0.1,0.8,1.2,60.7,-20.24065158,-1.264722869,76.26717161,-64.54390123
0.1,0.8,1.2,60.75,-20.20890664,-1.265538363,76.64169411,-65.30497472
0.1,0.8,1.2,60.8,-20.17442132,-1.26616529,77.02294006,-66.06547731
0.1,0.8,1.2,60.85,-20.13720846,-1.266618172,77.40970399,-66.8257927
0.1,0.8,1.2,60.9,-20.09729161,-1.266916272,77.80088405,-67.58629316
0.1,0.8,1.2,60.95,-20.05470413,-1.26708385,78.19543905,-68.34734043
0.1,0.8,1.2,61,-20.00948853,-1.267150428,78.59235796,-69.10928622
0.1,0.8,1.2,61.05,-19.96169608,-1.267151084,78.99063722,-69.87247227
0.1,0.8,1.2,61.1,-19.91138674,-1.267126751,79.3892632,-70.63722988
0.1,0.8,1.2,61.15,-19.85862922,-1.267124526,79.7871976,-71.40387897
0.1,0.8,1.2,61.2,-19.80350135,-1.267197969,80.18336476,-72.17272681
0.1,0.8,1.2,61.25,-19.74609065,-1.267407411,80.57663974,-72.94406621
0.1,0.8,1.2,61.3,-19.68649522,-1.267820239,80.96583653,-73.71817344
0.1,0.8,1.2,61.35,-19.62482491,-1.268511177,81.34969574,-74.49530572
0.1,0.8,1.2,61.4,-19.56120294,-1.269562545,81.72687111,-75.27569846
0.1,0.8,1.2,61.45,-19.49576797,-1.27106451,82.09591431,-76.0595622
0.1,0.8,1.2,61.5,-19.42867681,-1.27311531,82.45525732,-76.84707926
0.1,0.8,1.2,61.55,-19.36010803,-1.275821471,82.80319164,-77.63840027
0.1,0.8,1.2,61.6,-19.29026666,-1.279298013,83.1378434,-78.4336405
0.1,0.8,1.2,61.65,-19.21939038,-1.283668659,83.45714336,-79.2328761
0.1,0.8,1.2,61.7,-19.14775793,-1.289066054,83.75879055,-80.03614032
0.1,0.8,1.2,61.75,-19.07570033,-1.295632033,84.04020811,-80.84341977
0.1,0.8,1.2,61.8,-19.00361639,-1.303517952,84.29848989,-81.65465071
0.1,0.8,1.2,61.85,-18.9319941,-1.312885148,84.53033673,-82.46971564
0.1,0.8,1.2,61.9,-18.86144091,-1.323905591,84.7319819,-83.28844003
0.1,0.8,1.2,61.95,-18.79272671,-1.33676284,84.8991081,-84.11058943
0.1,0.8,1.2,62,-18.72684632,-1.351653452,85.02676364,-84.93586691
0.1,0.8,1.2,62.05,-18.66511113,-1.368789068,85.10929822,-85.76391074
0.1,0.8,1.2,62.1,-18.6092858,-1.388399533,85.14036591,-86.59429232
0.1,0.8,1.2,62.15,-18.56179405,-1.410737545,85.11310149,-87.42651378
0.1,0.8,1.2,62.2,-18.52603088,-1.436085664,85.02070261,-88.26000427
0.1,0.8,1.2,62.25,-18.5068343,-1.464766951,84.85792345,-89.09411327
0.1,0.8,1.2,62.3,-18.51118035,-1.497161349,84.62457195,-89.92809659
0.1,0.8,1.2,62.35,-18.54913026,-1.533731348,84.33333602,-90.76108707
0.1,0.8,1.2,62.4,-18.63483656,-1.575063098,84.02666367,-91.59203199
0.1,0.8,1.2,62.45,-18.78656755,-1.621934096,83.81107932,-92.41955832
0.1,0.8,1.2,62.5,-19.02216026,-1.675428236,83.91781634,-93.24167449
0.1,0.8,1.2,62.55,-19.34098371,-1.737138545,84.77139951,-94.05508472
0.1,0.8,1.2,62.6,-19.68269557,-1.809537802,86.92751967,-94.85352148
0.1,0.8,1.2,62.65,-19.89452963,-1.896674732,90.58006647,-95.62338152
0.1,0.8,1.2,62.7,-19.82126057,-2.005454054,94.86646419,-96.33120855
0.1,0.8,1.2,62.75,-19.48235446,-2.147391025,98.36173588,-96.88395632
0.1,0.8,1.2,62.8,-19.03802936,-2.334644173,100.4342452,-96.99578301
0.1,0.8,1.2,62.85,-18.61608214,-2.511336686,101.3472922,-95.89617972
0.1,0.8,1.2,62.9,-18.26291356,-2.322919783,101.5759162,-93.86577896
0.1,0.8,1.2,62.95,-17.97975132,-1.925789793,101.4649132,-94.9576115
0.1,0.8,1.2,63,-17.7541404,-1.849863053,101.2073911,-97.19627591
0.1,0.8,1.25,57,-23.88466724,-1.216784201,91.70650216,168.2258152
0.1,0.8,1.25,57.05,-23.95435025,-1.179369905,91.92870995,167.6044309
