D_pth [mm],d_apad [mm],shield [],Freq [GHz],"dB(S(1,1)) []","dB(S(2,1)) []","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
0.2,0.7,1.35,60.55,-19.41770872,-1.016900872,-174.7135427,121.2083685
0.2,0.7,1.35,60.6,-19.27401812,-1.015504816,-175.4061256,120.4948449
0.2,0.7,1.35,60.65,-19.13142286,-1.014300455,-176.096869,119.781818
0.2,0.7,1.35,60.7,-18.99015423,-1.013287884,-176.78667,119.0693185
0.2,0.7,1.35,60.75,-18.85039202,-1.012465411,-177.4764394,118.3573523
0.2,0.7,1.35,60.8,-18.71226734,-1.01182996,-178.1670291,117.6459001
0.2,0.7,1.35,60.85,-18.57586724,-1.011377496,-178.8591714,116.9349184
0.2,0.7,1.35,60.9,-18.44124057,-1.011103453,-179.5534306,116.2243401
0.2,0.7,1.35,60.95,-18.30840455,-1.011003171,179.7498325,115.5140761
0.2,0.7,1.35,61,-18.17735154,-1.011072339,179.0504824,114.8040162
0.2,0.7,1.35,61.05,-18.04805561,-1.011307426,178.3486217,114.0940316
0.2,0.7,1.35,61.1,-17.92047879,-1.011706118,177.6445917,113.3839764
0.2,0.7,1.35,61.15,-17.7945765,-1.012267738,176.938967,112.6736901
0.2,0.7,1.35,61.2,-17.6703024,-1.012993651,176.2325424,111.9630001
0.2,0.7,1.35,61.25,-17.54761225,-1.013887659,175.5263152,111.2517249
0.2,0.7,1.35,61.3,-17.42646711,-1.014956371,174.8214648,110.5396766
0.2,0.7,1.35,61.35,-17.3068356,-1.016209548,174.1193291,109.8266644
0.2,0.7,1.35,61.4,-17.18869556,-1.017660426,173.4213802,109.1124979
0.2,0.7,1.35,61.45,-17.07203494,-1.019326,172.7292,108.396991
0.2,0.7,1.35,61.5,-16.95685221,-1.021227283,172.0444558,107.6799652
0.2,0.7,1.35,61.55,-16.84315622,-1.023389524,171.3688766,106.9612537
0.2,0.7,1.35,61.6,-16.73096568,-1.025842384,170.7042313,106.2407054
0.2,0.7,1.35,61.65,-16.62030838,-1.028620069,170.0523076,105.5181887
0.2,0.7,1.35,61.7,-16.51122006,-1.031761423,169.4148933,104.7935957
0.2,0.7,1.35,61.75,-16.40374323,-1.035309961,168.7937592,104.0668465
0.2,0.7,1.35,61.8,-16.29792581,-1.039313857,168.1906434,103.337893
0.2,0.7,1.35,61.85,-16.19381975,-1.043825875,167.6072382,102.6067228
0.2,0.7,1.35,61.9,-16.09147968,-1.048903245,167.045178,101.8733637
0.2,0.7,1.35,61.95,-15.99096152,-1.054607474,166.50603,101.1378869
0.2,0.7,1.35,62,-15.89232126,-1.061004104,165.9912852,100.4004112
0.2,0.7,1.35,62.05,-15.79561374,-1.068162405,165.5023522,99.66110583
0.2,0.7,1.35,62.1,-15.70089161,-1.076155006,165.0405521,98.92019426
0.2,0.7,1.35,62.15,-15.60820443,-1.085057465,164.6071139,98.17795662
0.2,0.7,1.35,62.2,-15.5175978,-1.094947786,164.2031723,97.43473236
0.2,0.7,1.35,62.25,-15.42911275,-1.105905871,163.8297663,96.69092238
0.2,0.7,1.35,62.3,-15.34278521,-1.118012922,163.4878379,95.9469906
0.2,0.7,1.35,62.35,-15.25864557,-1.131350798,163.178233,95.20346516
0.2,0.7,1.35,62.4,-15.17671848,-1.146001327,162.9017022,94.46093896
0.2,0.7,1.35,62.45,-15.09702261,-1.162045584,162.6589023,93.7200697
0.2,0.7,1.35,62.5,-15.01957065,-1.17956314,162.4503991,92.98157924
0.2,0.7,1.35,62.55,-14.94436933,-1.198631297,162.2766695,92.24625235
0.2,0.7,1.35,62.6,-14.87141954,-1.219324316,162.1381051,91.51493475
0.2,0.7,1.35,62.65,-14.80071654,-1.241712646,162.0350156,90.78853058
0.2,0.7,1.35,62.7,-14.73225016,-1.26586217,161.9676327,90.06799906
0.2,0.7,1.35,62.75,-14.66600516,-1.291833482,161.9361135,89.35435061
0.2,0.7,1.35,62.8,-14.60196149,-1.319681198,161.9405453,88.64864231
0.2,0.7,1.35,62.85,-14.5400947,-1.349453323,161.9809492,87.95197277
0.2,0.7,1.35,62.9,-14.48037629,-1.381190678,162.0572848,87.26547646
0.2,0.7,1.35,62.95,-14.4227741,-1.414926401,162.1694538,86.59031759
0.2,0.7,1.35,63,-14.3672527,-1.450685529,162.3173049,85.92768365
0.2,0.75,1.15,57,-16.81739149,-0.856027795,72.11675033,-4.149508936
0.2,0.75,1.15,57.05,-16.69011945,-0.823765913,71.63173927,-4.90933139
0.2,0.75,1.15,57.1,-16.57291329,-0.796212508,71.15317232,-5.663047629
0.2,0.75,1.15,57.15,-16.46487822,-0.773066198,70.68339621,-6.409981262
0.2,0.75,1.15,57.2,-16.36515911,-0.754025931,70.22411095,-7.149596867
0.2,0.75,1.15,57.25,-16.27294658,-0.738793118,69.77645334,-7.881493491
0.2,0.75,1.15,57.3,-16.187481,-0.72707357,69.34107664,-8.605396938
0.2,0.75,1.15,57.35,-16.10805491,-0.718579199,68.91822505,-9.321151112
0.2,0.75,1.15,57.4,-16.03401381,-0.713029499,68.50780212,-10.02870866
0.2,0.75,1.15,57.45,-15.96475595,-0.710152805,68.10943254,-10.72812118
0.2,0.75,1.15,57.5,-15.89973119,-0.709687342,67.7225172,-11.41952919
0.2,0.75,1.15,57.55,-15.83843917,-0.711382062,67.34628174,-12.10315203
0.2,0.75,1.15,57.6,-15.78042705,-0.714997304,66.97981881,-12.77927791
0.2,0.75,1.15,57.65,-15.7252869,-0.720305275,66.62212445,-13.4482542
0.2,0.75,1.15,57.7,-15.67265299,-0.727090382,66.27212925,-14.11047804
0.2,0.75,1.15,57.75,-15.6221989,-0.735149425,65.92872466,-14.76638748
0.2,0.75,1.15,57.8,-15.57363471,-0.744291666,65.5907851,-15.416453
0.2,0.75,1.15,57.85,-15.5267042,-0.754338801,65.25718636,-16.06116972
0.2,0.75,1.15,57.9,-15.48118217,-0.765124838,64.92682079,-16.70105004
0.2,0.75,1.15,57.95,-15.43687189,-0.776495908,64.59860968,-17.33661701
0.2,0.75,1.15,58,-15.39360267,-0.788310006,64.27151331,-17.96839814
0.2,0.75,1.15,58.05,-15.35122761,-0.800436691,63.94453899,-18.59691994
0.2,0.75,1.15,58.1,-15.30962147,-0.812756742,63.61674737,-19.22270293
0.2,0.75,1.15,58.15,-15.2686787,-0.825161785,63.28725736,-19.8462572
0.2,0.75,1.15,58.2,-15.22831167,-0.837553895,62.95524981,-20.46807852
0.2,0.75,1.15,58.25,-15.18844893,-0.849845184,62.61997025,-21.08864494
0.2,0.75,1.15,58.3,-15.14903367,-0.861957376,62.28073069,-21.70841384
0.2,0.75,1.15,58.35,-15.11002233,-0.873821378,61.93691081,-22.32781942
0.2,0.75,1.15,58.4,-15.07138318,-0.885376835,61.5879585,-22.94727062
0.2,0.75,1.15,58.45,-15.03309518,-0.896571704,61.23338994,-23.56714936
0.2,0.75,1.15,58.5,-14.99514678,-0.907361807,60.87278916,-24.18780923
0.2,0.75,1.15,58.55,-14.95753486,-0.917710404,60.50580736,-24.80957439
0.2,0.75,1.15,58.6,-14.92026375,-0.927587755,60.13216175,-25.43273888
0.2,0.75,1.15,58.65,-14.88334429,-0.936970699,59.75163426,-26.05756614
0.2,0.75,1.15,58.7,-14.84679295,-0.945842225,59.3640698,-26.6842888
0.2,0.75,1.15,58.75,-14.81063102,-0.954191057,58.96937444,-27.31310876
0.2,0.75,1.15,58.8,-14.77488383,-0.962011243,58.56751327,-27.94419741
0.2,0.75,1.15,58.85,-14.73958001,-0.96930174,58.15850808,-28.5776961
0.2,0.75,1.15,58.9,-14.70475083,-0.976066019,57.74243476,-29.21371682
0.2,0.75,1.15,58.95,-14.6704295,-0.982311665,57.31942065,-29.85234296
0.2,0.75,1.15,59,-14.63665062,-0.988049985,56.88964154,-30.49363036
0.2,0.75,1.15,59.05,-14.60344955,-0.993295625,56.45331859,-31.13760838
0.2,0.75,1.15,59.1,-14.57086191,-0.998066191,56.01071507,-31.7842812
0.2,0.75,1.15,59.15,-14.53892307,-1.002381879,55.5621329,-32.43362912
0.2,0.75,1.15,59.2,-14.50766766,-1.006265111,55.10790908,-33.08561015
0.2,0.75,1.15,59.25,-14.47712921,-1.009740184,54.648412,-33.74016148
0.2,0.75,1.15,59.3,-14.4473397,-1.012832921,54.18403761,-34.39720119
0.2,0.75,1.15,59.35,-14.41832925,-1.01557034,53.71520553,-35.05663
0.2,0.75,1.15,59.4,-14.39012582,-1.017980332,53.24235508,-35.71833302
0.2,0.75,1.15,59.45,-14.36275498,-1.020091349,52.76594123,-36.38218159
0.2,0.75,1.15,59.5,-14.33623962,-1.021932112,52.28643061,-37.04803521
0.2,0.75,1.15,59.55,-14.31059985,-1.023531326,51.80429747,-37.71574337
0.2,0.75,1.15,59.6,-14.28585286,-1.024917419,51.32001968,-38.3851475
0.2,0.75,1.15,59.65,-14.26201284,-1.026118293,50.83407484,-39.05608289
0.2,0.75,1.15,59.7,-14.2390909,-1.027161095,50.34693641,-39.72838056
0.2,0.75,1.15,59.75,-14.21709515,-1.028072007,49.85907004,-40.40186915
0.2,0.75,1.15,59.8,-14.19603069,-1.028876054,49.37093002,-41.07637678
0.2,0.75,1.15,59.85,-14.17589972,-1.02959694,48.88295585,-41.75173279
0.2,0.75,1.15,59.9,-14.15670165,-1.030256895,48.3955691,-42.42776954
0.2,0.75,1.15,59.95,-14.13843328,-1.030876552,47.90917045,-43.10432397
0.2,0.75,1.15,60,-14.12108897,-1.031474839,47.42413695,-43.78123929
0.2,0.75,1.15,60.05,-14.10466085,-1.032068903,46.94081955,-44.45836633
0.2,0.75,1.15,60.1,-14.0891391,-1.032674045,46.45954094,-45.13556504
0.2,0.75,1.15,60.15,-14.07451218,-1.033303687,45.98059358,-45.81270565
0.2,0.75,1.15,60.2,-14.06076715,-1.03396935,45.50423813,-46.48966987
0.2,0.75,1.15,60.25,-14.04788994,-1.034680663,45.0307021,-47.16635186
0.2,0.75,1.15,60.3,-14.03586568,-1.035445389,44.56017879,-47.84265911
0.2,0.75,1.15,60.35,-14.02467903,-1.036269464,44.09282657,-48.51851319
0.2,0.75,1.15,60.4,-14.01431449,-1.037157069,43.62876843,-49.19385029
0.2,0.75,1.15,60.45,-14.00475674,-1.038110702,43.16809184,-49.86862165
0.2,0.75,1.15,60.5,-13.99599096,-1.039131281,42.71084881,-50.54279385
0.2,0.75,1.15,60.55,-13.98800318,-1.040218255,42.25705634,-51.2163489
0.2,0.75,1.15,60.6,-13.98078055,-1.04136973,41.80669701,-51.88928418
0.2,0.75,1.15,60.65,-13.97431173,-1.042582608,41.35971994,-52.56161228
0.2,0.75,1.15,60.7,-13.9685871,-1.043852738,40.91604187,-53.23336056
0.2,0.75,1.15,60.75,-13.96359912,-1.045175076,40.47554857,-53.90457066
0.2,0.75,1.15,60.8,-13.95934256,-1.046543854,40.03809636,-54.57529785
0.2,0.75,1.15,60.85,-13.95581479,-1.047952753,39.60351392,-55.24561013
0.2,0.75,1.15,60.9,-13.953016,-1.04939509,39.17160425,-55.91558731
0.2,0.75,1.15,60.95,-13.95094942,-1.050863996,38.74214677,-56.58531986
0.2,0.75,1.15,61,-13.94962154,-1.052352613,38.31489964,-57.25490768
0.2,0.75,1.15,61.05,-13.94904227,-1.053854276,37.88960219,-57.92445867
0.2,0.75,1.15,61.1,-13.94922514,-1.05536271,37.46597753,-58.59408724
0.2,0.75,1.15,61.15,-13.95018736,-1.056872215,37.04373521,-59.26391271
0.2,0.75,1.15,61.2,-13.95195003,-1.058377855,36.62257408,-59.93405752
0.2,0.75,1.15,61.25,-13.95453815,-1.05987564,36.20218521,-60.60464544
0.2,0.75,1.15,61.3,-13.95798069,-1.061362706,35.78225489,-61.27579962
0.2,0.75,1.15,61.35,-13.96231067,-1.062837484,35.36246775,-61.94764056
0.2,0.75,1.15,61.4,-13.96756512,-1.064299868,34.94250994,-62.62028408
0.2,0.75,1.15,61.45,-13.97378506,-1.065751367,34.52207231,-63.29383914
0.2,0.75,1.15,61.5,-13.98101546,-1.067195252,34.10085374,-63.96840562
0.2,0.75,1.15,61.55,-13.98930511,-1.068636693,33.67856439,-64.64407217
0.2,0.75,1.15,61.6,-13.99870656,-1.070082872,33.25492903,-65.32091386
0.2,0.75,1.15,61.65,-14.00927589,-1.071543099,32.82969034,-65.99898994
0.2,0.75,1.15,61.7,-14.02107257,-1.073028898,32.4026122,-66.67834161
0.2,0.75,1.15,61.75,-14.03415919,-1.074554084,31.97348289,-67.35898967
0.2,0.75,1.15,61.8,-14.04860121,-1.076134817,31.54211831,-68.04093239
0.2,0.75,1.15,61.85,-14.06446664,-1.077789645,31.10836503,-68.72414323
0.2,0.75,1.15,61.9,-14.0818257,-1.079539515,30.67210323,-69.4085688
0.2,0.75,1.15,61.95,-14.10075043,-1.081407774,30.23324954,-70.09412675
0.2,0.75,1.15,62,-14.12131426,-1.083420137,29.79175966,-70.78070388
0.2,0.75,1.15,62.05,-14.14359156,-1.085604641,29.34763078,-71.46815426
0.2,0.75,1.15,62.1,-14.16765714,-1.087991567,28.90090378,-72.15629757
0.2,0.75,1.15,62.15,-14.19358571,-1.090613344,28.45166515,-72.84491754
0.2,0.75,1.15,62.2,-14.22145134,-1.093504423,28.00004861,-73.53376059
0.2,0.75,1.15,62.25,-14.25132688,-1.096701129,27.54623636,-74.22253463
0.2,0.75,1.15,62.3,-14.28328331,-1.100241486,27.09046005,-74.91090814
0.2,0.75,1.15,62.35,-14.31738919,-1.104165023,26.63300131,-75.59850937
0.2,0.75,1.15,62.4,-14.35370996,-1.10851255,26.17419185,-76.28492592
0.2,0.75,1.15,62.45,-14.39230737,-1.113325916,25.71441317,-76.96970446
0.2,0.75,1.15,62.5,-14.43323879,-1.11864775,25.25409583,-77.65235081
0.2,0.75,1.15,62.55,-14.47655662,-1.124521174,24.79371826,-78.33233027
0.2,0.75,1.15,62.6,-14.5223077,-1.130989512,24.33380512,-79.00906826
0.2,0.75,1.15,62.65,-14.57053272,-1.138095981,23.87492517,-79.68195125
0.2,0.75,1.15,62.7,-14.62126566,-1.145883366,23.41768884,-80.35032806
0.2,0.75,1.15,62.75,-14.67453335,-1.154393702,22.96274521,-81.01351139
0.2,0.75,1.15,62.8,-14.73035498,-1.163667943,22.51077877,-81.67077972
0.2,0.75,1.15,62.85,-14.78874174,-1.173745631,22.06250573,-82.32137945
0.2,0.75,1.15,62.9,-14.84969646,-1.184664583,21.61867007,-82.96452743
0.2,0.75,1.15,62.95,-14.91321342,-1.19646057,21.18003931,-83.59941364
0.2,0.75,1.15,63,-14.9792781,-1.209167026,20.74740012,-84.22520422
0.2,0.75,1.2,57,-18.64335057,-0.858573836,85.59261827,-2.256291629
0.2,0.75,1.2,57.05,-18.56694378,-0.824848213,85.26095939,-3.019490128
0.2,0.75,1.2,57.1,-18.4937658,-0.79588006,84.92212868,-3.775500632
0.2,0.75,1.2,57.15,-18.42374026,-0.771359254,84.57679768,-4.523710966
0.2,0.75,1.2,57.2,-18.35678336,-0.750977127,84.22559596,-5.263652327
0.2,0.75,1.2,57.25,-18.29280464,-0.734428586,83.86910792,-5.994991898
0.2,0.75,1.2,57.3,-18.23170785,-0.721413998,83.50787015,-6.71752431
0.2,0.75,1.2,57.35,-18.17339174,-0.711640839,83.14236947,-7.431162253
0.2,0.75,1.2,57.4,-18.11775095,-0.704825109,82.77304151,-8.135926478
0.2,0.75,1.2,57.45,-18.06467691,-0.700692514,82.40026999,-8.831935441
0.2,0.75,1.2,57.5,-18.01405865,-0.698979432,82.02438651,-9.519394811
0.2,0.75,1.2,57.55,-17.96578375,-0.699433672,81.64567101,-10.198587
0.2,0.75,1.2,57.6,-17.91973909,-0.701815049,81.26435263,-10.86986093
0.2,0.75,1.2,57.65,-17.8758117,-0.705895782,80.88061124,-11.53362205
0.2,0.75,1.2,57.7,-17.83388957,-0.711460748,80.49457932,-12.19032286
0.2,0.75,1.2,57.75,-17.79386231,-0.718307591,80.10634427,-12.84045388
0.2,0.75,1.2,57.8,-17.75562187,-0.726246729,79.71595117,-13.48453519
0.2,0.75,1.2,57.85,-17.7190632,-0.735101252,79.32340576,-14.12310855
0.2,0.75,1.2,57.9,-17.6840848,-0.744706742,78.92867778,-14.75673015
0.2,0.75,1.2,57.95,-17.65058926,-0.754911019,78.53170451,-15.38596396
0.2,0.75,1.2,58,-17.61848371,-0.765573844,78.13239446,-16.01137567
0.2,0.75,1.2,58.05,-17.58768027,-0.776566559,77.73063134,-16.63352727
0.2,0.75,1.2,58.1,-17.55809642,-0.787771712,77.32627794,-17.25297215
0.2,0.75,1.2,58.15,-17.52965524,-0.799082639,76.91918024,-17.87025081
0.2,0.75,1.2,58.2,-17.50228571,-0.810403043,76.50917149,-18.48588702
0.2,0.75,1.2,58.25,-17.47592292,-0.821646551,76.09607628,-19.10038459
0.2,0.75,1.2,58.3,-17.45050816,-0.832736263,75.67971461,-19.71422445
0.2,0.75,1.2,58.35,-17.42598905,-0.843604303,75.25990588,-20.3278623
0.2,0.75,1.2,58.4,-17.40231959,-0.854191369,74.83647283,-20.94172658
0.2,0.75,1.2,58.45,-17.37946011,-0.864446277,74.40924532,-21.55621687
0.2,0.75,1.2,58.5,-17.35737729,-0.874325516,73.97806405,-22.17170257
0.2,0.75,1.2,58.55,-17.33604399,-0.883792809,73.54278407,-22.788522
0.2,0.75,1.2,58.6,-17.31543919,-0.892818673,73.10327818,-23.40698171
0.2,0.75,1.2,58.65,-17.29554773,-0.90137999,72.65944007,-24.02735607
0.2,0.75,1.2,58.7,-17.27636016,-0.909459585,72.2111873,-24.64988723
0.2,0.75,1.2,58.75,-17.25787247,-0.917045805,71.75846406,-25.27478512
0.2,0.75,1.2,58.8,-17.24008578,-0.924132113,71.30124366,-25.90222789
0.2,0.75,1.2,58.85,-17.22300601,-0.930716687,70.83953076,-26.53236233
0.2,0.75,1.2,58.9,-17.20664358,-0.936802015,70.37336331,-27.16530468
0.2,0.75,1.2,58.95,-17.19101295,-0.942394518,69.90281422,-27.80114145
0.2,0.75,1.2,59,-17.17613228,-0.947504158,69.42799272,-28.43993048
0.2,0.75,1.2,59.05,-17.16202294,-0.95214407,68.94904533,-29.08170216
0.2,0.75,1.2,59.1,-17.14870911,-0.956330194,68.46615654,-29.7264607
0.2,0.75,1.2,59.15,-17.13621727,-0.960080917,67.97954912,-30.37418561
0.2,0.75,1.2,59.2,-17.12457574,-0.963416723,67.48948408,-31.02483323
0.2,0.75,1.2,59.25,-17.11381418,-0.966359856,66.99626019,-31.67833836
0.2,0.75,1.2,59.3,-17.10396313,-0.968933988,66.50021323,-32.33461603
0.2,0.75,1.2,59.35,-17.09505349,-0.971163904,66.00171473,-32.99356326
0.2,0.75,1.2,59.4,-17.08711604,-0.973075196,65.50117044,-33.65506093
0.2,0.75,1.2,59.45,-17.08018101,-0.97469397,64.99901836,-34.31897573
0.2,0.75,1.2,59.5,-17.07427758,-0.976046568,64.49572645,-34.98516204
0.2,0.75,1.2,59.55,-17.06943351,-0.977159306,63.99178998,-35.65346395
0.2,0.75,1.2,59.6,-17.0656747,-0.978058228,63.48772853,-36.32371722
0.2,0.75,1.2,59.65,-17.06302486,-0.978768878,62.98408276,-36.99575127
0.2,0.75,1.2,59.7,-17.06150517,-0.979316088,62.48141081,-37.66939114
0.2,0.75,1.2,59.75,-17.06113404,-0.979723784,61.98028455,-38.34445943
0.2,0.75,1.2,59.8,-17.06192682,-0.980014823,61.48128563,-39.0207782
0.2,0.75,1.2,59.85,-17.0638957,-0.980210832,60.98500127,-39.69817082
0.2,0.75,1.2,59.9,-17.06704951,-0.980332084,60.4920201,-40.37646375
0.2,0.75,1.2,59.95,-17.07139374,-0.980397388,60.00292778,-41.05548822
0.2,0.75,1.2,60,-17.07693047,-0.980424001,59.51830272,-41.73508191
0.2,0.75,1.2,60.05,-17.08365843,-0.980427563,59.03871173,-42.4150904
0.2,0.75,1.2,60.1,-17.09157315,-0.980422054,58.56470584,-43.09536861
0.2,0.75,1.2,60.15,-17.1006671,-0.980419769,58.09681617,-43.77578211
0.2,0.75,1.2,60.2,-17.11092988,-0.980431317,57.63555002,-44.45620824
0.2,0.75,1.2,60.25,-17.12234857,-0.980465641,57.18138712,-45.13653714
0.2,0.75,1.2,60.3,-17.134908,-0.980530051,56.73477617,-45.81667267
0.2,0.75,1.2,60.35,-17.14859113,-0.980630286,56.29613163,-46.4965331
0.2,0.75,1.2,60.4,-17.16337948,-0.980770583,55.86583088,-47.17605171
0.2,0.75,1.2,60.45,-17.17925356,-0.980953768,55.44421163,-47.8551772
0.2,0.75,1.2,60.5,-17.19619336,-0.981181365,55.0315698,-48.53387396
0.2,0.75,1.2,60.55,-17.21417889,-0.981453711,54.6281577,-49.21212214
0.2,0.75,1.2,60.6,-17.23319067,-0.981770094,54.23418261,-49.88991762
0.2,0.75,1.2,60.65,-17.2532103,-0.982128893,53.84980585,-50.56727173
0.2,0.75,1.2,60.7,-17.27422105,-0.982527733,53.47514215,-51.2442109
0.2,0.75,1.2,60.75,-17.2962084,-0.98296365,53.11025952,-51.92077605
0.2,0.75,1.2,60.8,-17.31916065,-0.983433261,52.75517949,-52.59702192
0.2,0.75,1.2,60.85,-17.3430695,-0.983932939,52.40987778,-53.27301616
0.2,0.75,1.2,60.9,-17.36793058,-0.984458992,52.07428538,-53.94883835
0.2,0.75,1.2,60.95,-17.39374411,-0.985007853,51.74829007,-54.62457876
0.2,0.75,1.2,61,-17.42051538,-0.985576259,51.43173825,-55.30033711
0.2,0.75,1.2,61.05,-17.44825532,-0.986161439,51.12443731,-55.97622109
0.2,0.75,1.2,61.1,-17.47698105,-0.986761301,50.82615823,-56.6523448
0.2,0.75,1.2,61.15,-17.50671637,-0.987374608,50.53663872,-57.32882703
0.2,0.75,1.2,61.2,-17.53749224,-0.988001165,50.25558664,-58.0057895
0.2,0.75,1.2,61.25,-17.56934723,-0.988641982,49.98268382,-58.68335492
0.2,0.75,1.2,61.3,-17.60232795,-0.989299449,49.71759029,-59.361645
0.2,0.75,1.2,61.35,-17.63648946,-0.989977489,49.45994885,-60.04077835
0.2,0.75,1.2,61.4,-17.67189556,-0.990681708,49.20938999,-60.72086835
0.2,0.75,1.2,61.45,-17.70861914,-0.991419535,48.9655372,-61.40202089
0.2,0.75,1.2,61.5,-17.74674239,-0.992200348,48.72801264,-62.0843321
0.2,0.75,1.2,61.55,-17.78635704,-0.993035581,48.49644307,-62.76788604
0.2,0.75,1.2,61.6,-17.82756442,-0.993938831,48.27046625,-63.45275237
0.2,0.75,1.2,61.65,-17.87047559,-0.994925933,48.04973748,-64.13898394
0.2,0.75,1.2,61.7,-17.91521124,-0.996015023,47.83393654,-64.8266145
0.2,0.75,1.2,61.75,-17.96190164,-0.997226587,47.62277485,-65.51565631
0.2,0.75,1.2,61.8,-18.0106864,-0.998583483,47.41600283,-66.20609784
0.2,0.75,1.2,61.85,-18.06171419,-1.000110942,47.21341739,-66.89790153
0.2,0.75,1.2,61.9,-18.11514229,-1.001836553,47.01486957,-67.5910016
0.2,0.75,1.2,61.95,-18.17113603,-1.003790215,46.82027217,-68.28530191
0.2,0.75,1.2,62,-18.22986817,-1.00600407,46.62960731,-68.98067403
0.2,0.75,1.2,62.05,-18.29151807,-1.008512412,46.44293383,-69.6769553
0.2,0.75,1.2,62.1,-18.35627074,-1.011351568,46.26039445,-70.37394716
0.2,0.75,1.2,62.15,-18.42431577,-1.01455975,46.08222243,-71.07141358
0.2,0.75,1.2,62.2,-18.4958461,-1.018176889,45.90874784,-71.76907968
0.2,0.75,1.2,62.25,-18.57105666,-1.022244437,45.740403,-72.46663061
0.2,0.75,1.2,62.3,-18.65014292,-1.026805147,45.57772723,-73.16371061
0.2,0.75,1.2,62.35,-18.73329921,-1.03190283,45.42137052,-73.85992234
0.2,0.75,1.2,62.4,-18.82071709,-1.037582087,45.27209616,-74.55482649
0.2,0.75,1.2,62.45,-18.91258349,-1.043888025,45.13078211,-75.24794164
0.2,0.75,1.2,62.5,-19.0090789,-1.050865955,44.9984209,-75.93874447
0.2,0.75,1.2,62.55,-19.11037546,-1.058561067,44.87611824,-76.62667025
0.2,0.75,1.2,62.6,-19.21663506,-1.067018105,44.76508991,-77.31111367
0.2,0.75,1.2,62.65,-19.32800748,-1.076281024,44.66665717,-77.99142995
0.2,0.75,1.2,62.7,-19.4446286,-1.086392645,44.58224052,-78.66693637
0.2,0.75,1.2,62.75,-19.5666187,-1.097394315,44.513352,-79.33691405
0.2,0.75,1.2,62.8,-19.69408089,-1.109325555,44.46158591,-80.0006101
0.2,0.75,1.2,62.85,-19.82709974,-1.122223737,44.42860827,-80.65724004
0.2,0.75,1.2,62.9,-19.9657401,-1.136123752,44.41614502,-81.30599056
0.2,0.75,1.2,62.95,-20.11004612,-1.151057712,44.42596936,-81.94602256
0.2,0.75,1.2,63,-20.2600406,-1.167054658,44.45988821,-82.57647439
0.2,0.75,1.25,57,-20.79158058,-0.876248018,90.60591917,-2.897875838
0.2,0.75,1.25,57.05,-20.73713456,-0.828731401,90.35236738,-3.673462713
0.2,0.75,1.25,57.1,-20.68495844,-0.787851045,90.09700598,-4.443539949
0.2,0.75,1.25,57.15,-20.63502414,-0.753175049,89.83994968,-5.206720896
0.2,0.75,1.25,57.2,-20.58730102,-0.724269196,89.58129254,-5.96186932
0.2,0.75,1.25,57.25,-20.54175616,-0.700701095,89.32110811,-6.708088796
0.2,0.75,1.25,57.3,-20.49835477,-0.682043891,89.05944977,-7.44470929
0.2,0.75,1.25,57.35,-20.4570605,-0.667879508,88.79635128,-8.171271581
0.2,0.75,1.25,57.4,-20.41783585,-0.65780143,88.53182753,-8.88751012
0.2,0.75,1.25,57.45,-20.38064246,-0.651417009,88.26587548,-9.593334907
0.2,0.75,1.25,57.5,-20.34544144,-0.64834933,87.99847529,-10.28881289
0.2,0.75,1.25,57.55,-20.31219374,-0.648238654,87.72959164,-10.97414932
0.2,0.75,1.25,57.6,-20.28086039,-0.650743479,87.45917518,-11.64966943
0.2,0.75,1.25,57.65,-20.25140282,-0.655541257,87.18716417,-12.31580074
0.2,0.75,1.25,57.7,-20.22378313,-0.66232881,86.91348627,-12.97305615
0.2,0.75,1.25,57.75,-20.19796431,-0.67082248,86.63806039,-13.62201812
0.2,0.75,1.25,57.8,-20.1739105,-0.680758059,86.36079877,-14.26332392
0.2,0.75,1.25,57.85,-20.15158715,-0.691890545,86.08160902,-14.89765202
0.2,0.75,1.25,57.9,-20.13096125,-0.703993732,85.80039638,-15.52570976
0.2,0.75,1.25,57.95,-20.11200146,-0.7168597,85.51706592,-16.14822216
0.2,0.75,1.25,58,-20.09467822,-0.730298202,85.23152493,-16.76592197
0.2,0.75,1.25,58.05,-20.07896389,-0.744135996,84.94368524,-17.37954074
0.2,0.75,1.25,58.1,-20.06483284,-0.758216115,84.65346561,-17.98980109
0.2,0.75,1.25,58.15,-20.05226145,-0.772397127,84.36079411,-18.59740987
0.2,0.75,1.25,58.2,-20.0412282,-0.786552363,84.0656105,-19.20305234
0.2,0.75,1.25,58.25,-20.03171365,-0.800569149,83.7678686,-19.80738712
